id,year,date,legislative_id,legislature,type,political party,president,description,link,majortopic,subtopic
212,2004,23/03/04,"Lei nº 10.849, de 23 de Março de 2004",5,6,4,5,"Cria o Programa Nacional de Financiamento da Ampliação e Modernização da Frota Pesqueira Nacional - Profrota Pesqueira, e dá outras providências.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2004-03-23;10849,4,408
213,2004,25/03/04,"Lei nº 10.850, de 25 de Março de 2004",5,6,4,5,"Atribui competências à Agência Nacional de Saúde Suplementar - ANS e fixa as diretrizes a serem observadas na definição de normas para implantação de programas especiais de incentivo à adaptação de contratos anteriores à Lei nº 9.656, de 3 de junho de 1998.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2004-03-25;10850,3,302
214,2004,25/03/04,"Lei nº 10.851, de 25 de Março de 2004",5,6,4,5,Autoriza o Poder Executivo a doar à República da Bolívia vacinas contra a febre aftosa.,http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2004-03-25;10851,3,331
215,2004,29/03/04,"Lei nº 10.852, de 29 de Março de 2004",5,6,4,5,"Altera o art. 47 da Lei n° 9.636, de 15 de maio de 1998.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2004-03-29;10852,20,2008
216,2004,31/03/04,"Lei nº 10.853, de 31 de Março de 2004",5,6,4,5,"Altera o caput do art. 1º da Lei nº 10.429, de 24 de abril de 2002, que institui o Auxílio-Aluno no âmbito do Projeto de Profissionalização dos Trabalhadores de Enfermagem - PROFAE.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2004-03-31;10853,3,325
217,2004,31/03/04,"Lei nº 10.854, de 31 de Março de 2004",5,6,4,5,Autoriza o Poder Executivo a conceder subvenção econômica à Companhia de Navegação do São Francisco - FRANAVE.,http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2004-03-31;10854,21,2104
218,2004,01/04/04,"Lei nº 10.855, de 1º de Abril de 2004",5,6,4,5,"Dispõe sobre a reestruturação da Carreira Previdenciária, de que trata a Lei nº 10.355, de 26 de dezembro de 2001, instituindo a Carreira do Seguro Social, e dá outras providências.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2004-04-01;10855,5,503
219,2004,05/04/04,"Lei nº 10.856, de 5 de Abril de 2004",5,6,4,5,"Extingue o Conselho Diretor do Fundo de Garantia à Exportação - CFGE, altera dispositivos da Lei nº 9.818, de 23 de agosto de 1999, e dá outras providências.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2004-04-05;10856,18,1803
220,2004,07/04/04,"Lei nº 10.857, de 7 de Abril de 2004",5,6,4,5,"Abre crédito extraordinário, em favor de Transferências a Estados, Distrito Federal e Municípios, no valor de R$ 3.400.000.000,00 (três bilhões e quatrocentos milhões de reais), para os fins que especifica.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2004-04-07;10857,20,2001
221,2004,13/04/04,"Lei nº 10.858, de 13 de Abril de 2004",5,6,4,5,"Autoriza a Fundação Oswaldo Cruz - Fiocruz a disponibilizar medicamentos, mediante ressarcimento, e dá outras providências.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2004-04-13;10858,3,321
222,2004,14/04/04,"Lei nº 10.859, de 14 de Abril de 2004",5,6,4,5,"Altera a Lei nº 10.188, de 12 de fevereiro de 2001, que institui o Programa de Arrendamento Residencial e dá outras providências.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2004-04-14;10859,13,1302
223,2004,14/04/04,"Lei nº 10.860, de 14 de Abril de 2004",5,6,4,5,"Dispõe sobre a criação do Instituto Nacional do Semi-Árido - INSA, unidade de pesquisa integrante da estrutura básica do Ministério da Ciência e Tecnologia, e dá outras providências.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2004-04-14;10860,17,1798
224,2004,14/04/04,"Lei nº 10.861, de 14 de Abril de 2004",5,6,4,5,Institui o Sistema Nacional de Avaliação da Educação Superior - SINAES e dá outras providências,http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2004-04-14;10861,6,601
225,2004,20/04/04,"Lei nº 10.862, de 20 de Abril de 2004",5,6,4,5,Dispõe sobre a criação do Plano Especial de Cargos da Agência Brasileira de Inteligência - ABIN e dá outras providências.,http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2004-04-20;10862,16,1603
226,2004,29/04/04,"Lei nº 10.863, de 29 de Abril de 2004",5,6,4,5,"Convalida a Resolução nº 7, de 2002, do Senado Federal, que unifica as tabelas de vencimentos básicos e os demais componentes da estrutura remuneratória aplicável aos cargos de provimento efetivo integrantes do Quadro de Pessoal do Senado Federal e de seus órgãos supervisionados, nos termos do art. 17 da Resolução nº 9, de 1997, do Senado Federal.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2004-04-29;10863,20,2000
227,2004,29/04/04,"Lei nº 10.864, de 29 de Abril de 2004",5,6,4,5,"Abre ao Orçamento da Seguridade Social da União, em favor do Ministério da Saúde, crédito especial no valor de R$ 20.000.000,00, para os fins que especifica.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2004-04-29;10864,3,300
228,2004,30/04/04,"Lei nº 10.865, de 30 de Abril de 2004",5,6,4,5,Dispõe sobre a Contribuição para os Programas de Integração Social e de Formação do Patrimônio do Servidor Público e a Contribuição para o Financiamento da Seguridade Social incidentes sobre a importação de bens e serviços e dá outras providências.,http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2004-04-30;10865,20,2004
229,2004,04/05/04,"Lei nº 10.866, de 4 de Maio de 2004",5,6,4,5,"Acresce os arts. 1º-A e 1º-B à Lei nº 10.336, de 19 de dezembro de 2001, com o objetivo de regulamentar a partilha com os Estados, o Distrito Federal e os Municípios da arrecadação da Contribuição de Intervenção no Domínio Econômico incidente sobre a importação e a comercialização de petróleo e seus derivados, gás natural e seus derivados, e álcool etílico combustível - Cide, e dá outras providências.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2004-05-04;10866,8,803
230,2004,12/05/04,"Lei nº 10.867, de 12 de Maio de 2004",5,6,4,5,"Altera o art. 6º da Lei nº 10.826, de 22 de dezembro de 2003, que dispõe sobre registro, posse e comercialização de armas de fogo e munição, sobre o Sistema Nacional de Armas - Sinarm, define crimes e dá outras providências.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2004-05-12;10867,16,1605
231,2004,12/05/04,"Lei nº 10.868, de 12 de Maio de 2004",5,6,4,5,Dispõe sobre a instituição de Gratificação Temporária para os servidores Técnico-Administrativos e Técnico-Marítimos das Instituições Federais de Ensino e dá outras providências.,http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2004-05-12;10868,6,601
232,2004,13/05/04,"Lei nº 10.869, de 13 de Maio de 2004",5,6,4,5,"Altera a Lei nº 10.683, de 28 de maio de 2003, que dispõe sobre a organização da Presidência da República e dos Ministérios, e dá outras providências.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2004-05-13;10869,20,2000
233,2004,19/05/04,"Lei nº 10.870, de 19 de Maio de 2004",5,6,4,5,Institui a Taxa de Avaliação in loco das instituições de educação superior e dos cursos de graduação e dá outras providências.,http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2004-05-19;10870,6,601
234,2004,20/05/04,"Lei nº 10.871, de 20 de Maio de 2004",5,6,4,5,"Dispõe sobre a criação de carreiras e organização de cargos efetivos das autarquias especiais denominadas Agências Reguladoras, e dá outras providências.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2004-05-20;10871,20,2008
235,2004,25/05/04,"Lei nº 10.872, de 25 de Maio de 2004",5,6,4,5,"Altera dispositivos da Lei nº 7.501, de 27 de junho de 1986, e dá outras providências.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2004-05-25;10872,19,1929
236,2004,26/05/04,"Lei nº 10.873, de 26 de Maio de 2004",5,6,4,5,Dispõe sobre a transformação de funções comissionadas em cargos em comissão no Quadro de Pessoal da Secretaria do Tribunal Superior do Trabalho e dá outras providências.,http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2004-05-26;10873,20,2004
237,2004,01/06/04,"Lei nº 10.874, de 1º de Junho de 2004",5,6,4,5,"Dá nova redação ao caput do art. 7º da Lei nº 9.264, de 7 de fevereiro de 1996, que dispõe sobre o desmembramento e a reorganização da Carreira Policial Civil do Distrito Federal, fixa remuneração de seus cargos e institui para os militares do Distrito Federal - Polícia Militar e Corpo de Bombeiros Militar a Gratificação de Condição Especial de Função Militar - GCEF.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2004-06-01;10874,12,1201
238,2004,01/06/04,"Lei nº 10.875, de 1º de Junho de 2004",5,6,4,5,"Altera dispositivos da Lei nº 9.140, de 4 de dezembro de 1995, que reconhece como mortas pessoas desaparecidas em razão de participação, ou acusação de participação, em atividades políticas.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2004-06-01;10875,2,206
239,2004,02/06/04,"Lei nº 10.876, de 2 de Junho de 2004",5,6,4,5,"Cria a Carreira de Perícia Médica da Previdência Social, dispõe sobre a remuneração da Carreira de Supervisor Médico-Pericial do Quadro de Pessoal do Instituto Nacional do Seguro Social - INSS e dá outras providências.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2004-06-02;10876,3,325
240,2004,04/06/04,"Lei nº 10.877, de 4 de Junho de 2004",5,6,4,5,"Altera a Lei nº 7.070, de 20 de dezembro de 1982, que dispõe sobre pensão especial para os deficientes físicos que especifica.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2004-06-04;10877,13,1304
241,2004,08/06/04,"Lei nº 10.878, de 8 de Junho de 2004",5,6,4,5,"Acrescenta o inciso XVI ao caput do art. 20 da Lei nº 8.036, de 11 de maio de 1990, que dispõe sobre o Fundo de Garantia do Tempo de Serviço - FGTS, para permitir a movimentação da conta vinculada em caso de necessidade pessoal, cuja urgência e gravidade decorra de desastre natural.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2004-06-08;10878,5,503
242,2004,09/06/04,"Lei nº 10.879, de 9 de Junho de 2004",5,6,4,5,"Abre, em favor de Encargos Financeiros da União, crédito extraordinário no valor de R$ 1.400.000.000,00 (um bilhão e quatrocentos milhões de reais) para os fins que especifica.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2004-06-09;10879,1,105
243,2004,09/06/04,"Lei nº 10.880, de 9 de Junho de 2004",5,6,4,5,"Institui o Programa Nacional de Apoio ao Transporte do Escolar - PNATE e o Programa de Apoio aos Sistemas de Ensino para Atendimento à Educação de Jovens e Adultos, dispõe sobre o repasse de recursos financeiros do Programa Brasil Alfabetizado, altera o art. 4º da Lei nº 9.424, de 24 de dezembro de 1996, e dá outras providências.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2004-06-09;10880,6,607
244,2004,09/06/04,"Lei nº 10.881, de 9 de Junho de 2004",5,6,4,5,Dispõe sobre os contratos de gestão entre a Agência Nacional de Águas e entidades delegatárias das funções de Agências de Águas relativas à gestão de recursos hídricos de domínio da União e dá outras providências.,http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2004-06-09;10881,21,2104
245,2004,09/06/04,"Lei nº 10.882, de 9 de Junho de 2004",5,6,4,5,"Dispõe sobre a criação do Plano Especial de Cargos da Agência Nacional de Vigilância Sanitária - ANVISA e da Gratificação Temporária de Vigilância Sanitária, e dá outras providências.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2004-06-09;10882,4,403
246,2004,16/06/04,"Lei nº 10.883, de 16 de Junho de 2004",5,6,4,5,Reestrutura a remuneração e define as competências dos ocupantes dos cargos da Carreira de Fiscal Federal Agropecuário e dá outras providências.,http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2004-06-16;10883,4,499
247,2004,17/06/04,"Lei nº 10.884, de 17 de Junho de 2004",5,6,4,5,"Altera os prazos previstos nos arts. 29, 30 e 32 da Lei nº 10.826, de 22 de dezembro de 2003, e os arts. 5º e 6º da referida Lei e dá outras providências.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2004-06-17;10884,16,1605
248,2004,17/06/04,"Lei nº 10.885, de 17 de Junho de 2004",5,6,4,5,"Altera a Lei nº 10.150, de 21 de dezembro de 2000, que dispõe sobre a novação de dívidas e responsabilidades do Fundo de Compensação de Variações Salariais, e dá outras providências.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2004-06-17;10885,5,505
249,2004,17/06/04,"Lei nº 10.886, de 17 de Junho de 2004",5,6,4,5,"Acrescenta parágrafos ao art. 129 do Decreto-Lei nº 2.848, de 7 de dezembro de 1940 - Código Penal, criando o tipo especial denominado ""Violência Doméstica"".",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2004-06-17;10886,12,1210
250,2004,18/06/04,"Lei nº 10.887, de 18 de Junho de 2004",5,6,4,5,"Dispõe sobre a aplicação de disposições da Emenda Constitucional nº 41, de 19 de dezembro de 2003, altera dispositivos das Leis nºs 9.717, de 27 de novembro de 1998, 8.213, de 24 de julho de 1991, 9.532, de 10 de dezembro de 1997, e dá outras providências.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2004-06-18;10887,13,1300
251,2004,24/06/04,"Lei nº 10.888, de 24 de Junho de 2004",5,6,4,5,"Dispõe sobre o salário mínimo a partir de 1º de maio de 2004, e dá outras providências.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2004-06-24;10888,5,505
252,2004,25/06/04,"Lei nº 10.889, de 25 de Junho de 2004",5,6,4,5,"Autoriza a Centrais Elétricas Brasileiras S.A. - ELETROBRÁS a efetuar capitalização na Companhia Energética do Maranhão - CEMAR e altera a alínea a do inciso I do art. 3º da Lei nº 10.438, de 26 de abril de 2002.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2004-06-25;10889,8,802
253,2004,02/07/04,"Lei nº 10.890, de 2 de Julho de 2004",5,6,4,5,"Autoriza, em caráter excepcional, a antecipação da transferência de recursos prevista no art. 1º-A da Lei nº 10.336, de 19 de dezembro de 2001, nas condições que especifica.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2004-07-02;10890,8,803
254,2004,09/07/04,"Lei nº 10.891, de 9 de Julho de 2004",5,6,4,5,Institui a Bolsa-Atleta.,http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2004-07-09;10891,23,2300
255,2004,13/07/04,"Lei nº 10.892, de 13 de Julho de 2004",5,6,4,5,"Altera os arts. 8º e 16 da Lei nº 9.311, de 24 de outubro de 1996, que institui a Contribuição Provisória sobre Movimentação ou Transmissão de Valores e de Créditos e Direitos de Natureza Financeira - CPMF, e dá outras providências.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2004-07-13;10892,1,107
256,2004,13/07/04,"Lei nº 10.893, de 13 de Julho de 2004",5,6,4,5,"Dispõe sobre o Adicional ao Frete para a Renovação da Marinha Mercante - AFRMM e o Fundo da Marinha Mercante - FMM, e dá outras providências.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2004-07-13;10893,21,2104
257,2004,14/07/04,"Lei nº 10.894, de 14 de Julho de 2004",5,6,4,5,Declara Patrono da Geografia Nacional o geógrafo MILTON SANTOS.,http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2004-07-14;10894,20,2030
258,2004,14/07/04,"Lei nº 10.895, de 14 de Julho de 2004",5,6,4,5,"Abre aos Orçamentos Fiscal e da Seguridade Social da União, em favor do Ministério da Defesa, crédito suplementar no valor de R$ 210.000.000,00, para reforço de dotações consignadas na Lei Orçamentária vigente.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2004-07-14;10895,1,105
259,2004,14/07/04,"Lei nº 10.896, de 14 de Julho de 2004",5,6,4,5,"Abre ao Orçamento Fiscal da União, em favor do Ministério da Defesa, crédito especial no valor de R$ 13.300.000,00, para os fins que especifica.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2004-07-14;10896,16,1600
260,2004,15/07/04,"Lei nº 10.897, de 15 de Julho de 2004",5,6,4,5,"Abre ao Orçamento Fiscal da União, em favor de Transferências a Estados, Distrito Federal e Municípios, crédito suplementar no valor de R$ 60.313.695,00 para reforço de dotação constante da Lei Orçamentária vigente.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2004-07-15;10897,20,2001
261,2004,15/07/04,"Lei nº 10.898, de 15 de Julho de 2004",5,6,4,5,"Abre ao Orçamento Fiscal da União, em favor do Ministério das Cidades, crédito suplementar no valor de R$ 16.176.000,00, para reforço de dotação consignada na Lei Orçamentária vigente, e dá outras providências.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2004-07-15;10898,14,1400
262,2004,15/07/04,"Lei nº 10.899, de 15 de Julho de 2004",5,6,4,5,"Abre ao Orçamento de Investimento, para 2004, em favor de diversas empresas estatais federais, crédito especial no valor total de R$ 31.408.596,00, para os fins que especifica.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2004-07-15;10899,20,2008
263,2004,15/07/04,"Lei nº 10.900, de 15 de Julho de 2004",5,6,4,5,"Abre ao Orçamento Fiscal da União, em favor dos Ministérios da Agricultura, Pecuária e Abastecimento e do Desenvolvimento Agrário, crédito suplementar no valor global de R$ 433.400.000,00, para reforço de dotações constantes da Lei Orçamentária vigente, e dá outras providências.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2004-07-15;10900,4,400
264,2004,15/07/04,"Lei nº 10.901, de 15 de Julho de 2004",5,6,4,5,"Abre aos Orçamentos Fiscal e da Seguridade Social da União, em favor dos Ministérios da Educação e de Minas e Energia, crédito especial no valor de R$ 46.223,00, para os fins que especifica.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2004-07-15;10901,20,2000
265,2004,15/07/04,"Lei nº 10.902, de 15 de Julho de 2004",5,6,4,5,"Abre ao Orçamento Fiscal da União, em favor da Justiça Eleitoral, crédito especial no valor de R$ 964.916,00, para os fins que especifica.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2004-07-15;10902,12,1200
266,2004,15/07/04,"Lei nº 10.903, de 15 de Julho de 2004",5,6,4,5,"Abre ao Orçamento de Investimento, para 2004, em favor de empresas do Grupo PETROBRÁS, crédito suplementar no valor total de R$ 2.988.996.126,00 e reduz o Orçamento de Investimento das mesmas empresas no valor global de R$ 5.094.944.386,00, para os fins que especifica.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2004-07-15;10903,8,803
267,2004,15/07/04,"Lei nº 10.904, de 15 de Julho de 2004",5,6,4,5,"Altera a redação dos itens II e III do Anexo VII da Lei nº 10.837, de 16 de janeiro de 2004.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2004-07-15;10904,1,105
268,2004,15/07/04,"Lei nº 10.905, de 15 de Julho de 2004",5,6,4,5,"Amplia o limite a que se refere o item III.4 do Anexo VII da Lei nº 10.837, de 16 de janeiro de 2004.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2004-07-15;10905,1,105
269,2004,15/07/04,"Lei nº 10.906, de 15 de Julho de 2004",5,6,4,5,"Amplia o limite a que se refere o item III.4 do Anexo VII da Lei nº 10.837, de 16 de janeiro de 2004.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2004-07-15;10906,1,105
270,2004,15/07/04,"Lei nº 10.907, de 15 de Julho de 2004",5,6,4,5,"Institui a Gratificação Específica de Apoio Técnico-Administrativo da Advocacia-Geral da União - GEATA, altera a Lei nº 10.480, de 2 de julho de 2002, e dá outras providências.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2004-07-15;10907,12,1204
271,2004,15/07/04,"Lei nº 10.908, de 15 de Julho de 2004",5,6,4,5,Institui Gratificação Específica de Apoio Técnico-Administrativo e Técnico-Marítimo às Instituições Federais de Ensino - GEAT e dá outras providências.,http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2004-07-15;10908,21,2104
272,2004,15/07/04,"Lei nº 10.909, de 15 de Julho de 2004",5,6,4,5,"Dispõe sobre a reestruturação das Carreiras de Procurador da Fazenda Nacional, de Advogado da União, de Procurador Federal, de Procurador do Banco Central do Brasil e de Defensor Público da União, e dá outras providências.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2004-07-15;10909,20,2004
273,2004,15/07/04,"Lei nº 10.910, de 15 de Julho de 2004",5,6,4,5,"Reestrutura a remuneração dos cargos das carreiras de Auditoria da Receita Federal, Auditoria-Fiscal da Previdência Social, Auditoria-Fiscal do Trabalho, altera o pró-labore, devido aos ocupantes dos cargos efetivos da carreira de Procurador da Fazenda Nacional, e a Gratificação de Desempenho de Atividade Jurídica&nbsp;- GDAJ, devida aos ocupantes dos cargos efetivos das carreiras de Advogados da União, de Procuradores Federais, de Procuradores do Banco Central do Brasil, de Defensores Públicos da União e aos integrantes dos quadros suplementares de que trata o art. 46 da Medida Provisória nº 2.229-43, de 6 de setembro de 2001, e dá outras providências.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2004-07-15;10910,20,2004
274,2004,15/07/04,"Lei nº 10.911, de 15 de Julho de 2004",5,6,4,5,"Abre ao Orçamento Fiscal da União, em favor do Ministério da Ciência e Tecnologia, crédito suplementar no valor de R$ 16.000.000,00, para reforço de dotações constantes da Lei Orçamentária vigente, e dá outras providências.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2004-07-15;10911,17,1700
275,2004,15/07/04,"Lei nº 10.912, de 15 de Julho de 2004",5,6,4,5,"Abre aos Orçamentos Fiscal e da Seguridade Social da União, em favor dos Ministérios da Ciência e Tecnologia e da Educação, crédito especial no valor global de R$ 20.020.000,00, para os fins que especifica, e dá outras providências.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2004-07-15;10912,17,1700
276,2004,19/07/04,"Lei nº 10.913, de 19 de Julho de 2004",5,6,4,5,"Abre ao Orçamento Fiscal da União, em favor do Ministério da Defesa, crédito suplementar no valor global de R$ 299.698.767,00, para reforço de dotações consignadas na Lei Orçamentária vigente, e dá outras providências.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2004-07-19;10913,16,1600
277,2004,19/07/04,"Lei nº 10.914, de 19 de Julho de 2004",5,6,4,5,"Abre ao Orçamento de Investimento, para 2004, em favor de diversas empresas estatais federais, crédito suplementar no valor total de R$ 212.693.701,00, para os fins que especifica.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2004-07-19;10914,20,2008
278,2004,19/07/04,"Lei nº 10.915, de 19 de Julho de 2004",5,6,4,5,"Abre ao Orçamento Fiscal da União, em favor dos Ministérios da Justiça e da Defesa, crédito especial no valor global de R$ 20.491.034,00, para os fins que especifica.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2004-07-19;10915,20,2000
279,2004,19/07/04,"Lei nº 10.916, de 19 de Julho de 2004",5,6,4,5,"Abre ao Orçamento Fiscal da União, em favor da Justiça Eleitoral e da Presidência da República, crédito suplementar no valor global de R$ 10.464.261,00, para reforço de dotações constantes da Lei Orçamentária vigente.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2004-07-19;10916,20,2000
280,2004,19/07/04,"Lei nº 10.917, de 19 de Julho de 2004",5,6,4,5,"Abre ao Orçamento Fiscal da União, em favor dos Ministérios da Justiça e da Defesa, crédito suplementar no valor global de R$ 43.238.111,00, para reforço de dotações consignadas na Lei Orçamentária vigente.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2004-07-19;10917,20,2000
281,2004,19/07/04,"Lei nº 10.918, de 19 de Julho de 2004",5,6,4,5,"Abre ao Orçamento Fiscal da União, em favor da Justiça Eleitoral e da Presidência da República, crédito suplementar no valor global de R$ 109.960.000,00, para reforço de dotações consignadas na Lei Orçamentária vigente.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2004-07-19;10918,20,2000
282,2004,19/07/04,"Lei nº 10.919, de 19 de Julho de 2004",5,6,4,5,"Abre aos Orçamentos Fiscal e da Seguridade Social da União, em favor dos Ministérios da Previdência Social, do Trabalho e Emprego e do Desenvolvimento Social e Combate à Fome, crédito suplementar no valor global de R$ 246.766.806,00, para reforço de dotações constantes da Lei Orçamentária vigente.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2004-07-19;10919,20,2000
283,2004,19/07/04,"Lei nº 10.920, de 19 de Julho de 2004",5,6,4,5,"Abre ao Orçamento da Seguridade Social da União, em favor do Ministério da Saúde, crédito suplementar no valor de R$ 24.593.189,00 para reforço de dotações constantes da Lei Orçamentária vigente.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2004-07-19;10920,3,300
284,2004,19/07/04,"Lei nº 10.921, de 19 de Julho de 2004",5,6,4,5,"Abre aos Orçamentos Fiscal e da Seguridade Social da União, em favor dos Ministérios da Ciência e Tecnologia e da Educação, crédito suplementar no valor global de R$ 462.736.623,00 para reforço de dotações constantes da Lei Orçamentária vigente, e dá outras providências.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2004-07-19;10921,6,698
285,2004,19/07/04,"Lei nº 10.922, de 19 de Julho de 2004",5,6,4,5,"Abre ao Orçamento Fiscal da União, em favor do Ministério da Educação, crédito suplementar no valor de R$ 15.696.060,00 para reforço de dotações constantes da Lei Orçamentária vigente.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2004-07-19;10922,6,600
286,2004,22/07/04,"Lei nº 10.923, de 22 de Julho de 2004",5,6,4,5,Concede pensão especial a Orlando Lovecchio Filho.,http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2004-07-22;10923,5,503
287,2004,23/07/04,"Lei nº 10.924, de 23 de Julho de 2004",5,6,4,5,"Denomina ""Jadiel Matos"" o Anel Rodoviário de Vitória da Conquista, no Estado da Bahia.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2004-07-23;10924,10,1002
288,2004,23/07/04,"Lei nº 10.925, de 23 de Julho de 2004",5,6,4,5,Reduz as alíquotas do PIS/PASEP e da COFINS incidentes na importação e na comercialização do mercado interno de fertilizantes e defensivos agropecuários e dá outras providências.,http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2004-07-23;10925,4,402
289,2004,28/07/04,"Lei nº 10.926, de 28 de Julho de 2004",5,6,4,5,"Abre ao Orçamento de Investimento, para 2004, em favor de empresas do Grupo Petrobrás, crédito especial no valor total de R$ 1.004.508.016,00, para os fins que especifica.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2004-07-28;10926,8,803
290,2004,30/07/04,"Lei nº 10.927, de 30 de Julho de 2004",5,6,4,5,"Abre ao Orçamento Fiscal da União, em favor do Ministério da Justiça, crédito suplementar no valor global de R$ 22.000.000,00, para reforço de dotações consignadas na Lei Orçamentária vigente, e dá outras providências.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2004-07-30;10927,12,1200
291,2004,02/08/04,"Lei nº 10.928, de 2 de Agosto de 2004",5,6,4,5,"Abre ao Orçamento Fiscal da União, em favor do Ministério dos Transportes, crédito suplementar no valor de R$ 140.000.000,00, para reforço de dotação constante da Lei Orçamentária vigente, e dá outras providências.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2004-08-02;10928,10,1000
292,2004,02/08/04,"Lei nº 10.929, de 2 de Agosto de 2004",5,6,4,5,"Abre aos Orçamentos Fiscal e da Seguridade Social da União, em favor de diversos Órgãos dos Poderes Legislativo e Judiciário, crédito suplementar no valor global de R$ 14.978.026,00 (quatorze milhões, novecentos e setenta e oito mil e vinte e seis reais), para os fins que especifica.",http://www.lexml.gov.br/urn/urn:lex:br:federal:lei:2004-08-02;10929,20,2000
