id_obs,coder_1,coder_2,consensus,sec_create_1,sec_create_2,sec_review_1,sec_review_2,possibly_sensitive,lang,conversation_id,type,text,author_id,retweet_count,reply_count,like_count,quote_count,impression_count,id,created_at,in_reply_to_user_id,error,TOXICITY,SEVERE_TOXICITY,INSULT_EXPERIMENTAL,THREAT_EXPERIMENTAL,country,INSULT,THREAT,date,tox_60,tox_70,tox_80,tox_90,insult_60,insult_70,insult_80,insult_90,annotation
562009,0,0,1.0,57,18,46,4,False,es,1.2954629685582643e+18,retweeted,"#YoNoMarcho  cuando tengamos la vacuna marcharemos para agradecer al personal de salud, seguridad, a Alberto y Cristina y ahí van a saber lo que es el pueblo. Se van a esconder debajo de la tierra malditos cipayos.",956610595,0,0,0,0,0,1.2954629685582643e+18,2020-08-17T20:50:14.000Z,,No Error,0.51980776,0.16960317,0.6109131,0.02181799,Argentina,,,2020-08-17,0,0,0,0,1,0,0,0,0
563514,1,1,1.0,30,15,18,0,False,es,1.2954648427284808e+18,retweeted,"Luli de c5n acaba de despedirse diciendo que estan lastimando a la prensa cuando hace 15 min un compañero que está en la marcha le dijo que por suerte los dejan trabajar tranquilos. Así de soretes son los k, viven una realidad paralela. Asquerosos de la sociedad #YoNoMarcho",1288014119812190208,0,0,0,0,0,1.2954648427284808e+18,2020-08-17T20:57:41.000Z,,No Error,0.509388,0.08069076,0.6120431,0.009929225,Argentina,,,2020-08-17,0,0,0,0,1,0,0,0,0
566951,1,1,1.0,8,13,4,0,False,es,1.295471875242496e+18,retweeted,#YoNoMarcho Fuera los ignorantes!!!Fuera los anti todo!!! Es una pandemia pero parece que no se enteraron.Están descerebrados.,1283423146545160192,0,0,0,0,0,1.295471875242496e+18,2020-08-17T21:25:38.000Z,,No Error,0.5566829,0.035007052,0.65231085,0.012596053,Argentina,,,2020-08-17,0,0,0,0,1,0,0,0,0
567574,1,1,1.0,13,8,6,0,False,es,1.2954723940066796e+18,retweeted,#YoNoMarcho y me divierto mucho con las pelotudeces de los decerebrados que estan marchando jajajaj  deberian hacer una marcha por semana para que nos diviertan gratis!!,1034181454144700416,1,0,0,0,0,1.2954723940066796e+18,2020-08-17T21:27:42.000Z,,No Error,0.47473195,0.02406851,0.5678696,0.012803185,Argentina,,,2020-08-17,0,0,0,0,0,0,0,0,0
573961,1,1,1.0,12,16,4,0,False,es,1.2954895865594263e+18,retweeted,"luchan por la democracia pero quieren echar a un gobierno elegido por la mayoria porque son una basura, siempre igual de golpista, siempre tan clasistas, siempre tan desagradables #PreparaElHelicoptero #YoNoMarcho",1035853355166453760,0,0,2,0,0,1.2954895865594263e+18,2020-08-17T22:36:01.000Z,,No Error,0.509388,0.16960317,0.6099415,0.037530303,Argentina,,,2020-08-17,0,0,0,0,1,0,0,0,0
601642,0,0,1.0,11,6,2,0,False,es,1.2895684305096947e+18,retweeted,HOY AL OBELISCO A OLIVOS Y AL NIDO DE CFK CORRUPTA #1AYoVoy,4837096449,3,0,5,1,0,1.2895684305096947e+18,2020-08-01T14:27:27.000Z,,No Error,0.4269174,0.024725812,0.489133,0.02440793,Argentina,,,2020-08-01,0,0,0,0,0,0,0,0,0
24580,0,0,1.0,3,6,0,0,False,es,1.295088478582182e+18,retweeted,"Berni con covid, no está rompiendo la cuarentena? #GobiernoDePayasos",1212014079419617280,0,0,0,0,0,1.295088478582182e+18,2020-08-16T20:02:09.000Z,,No Error,0.50759226,0.024819711,0.5935568,0.008556974,Argentina,,,2020-08-16,0,0,0,0,0,0,0,0,0
27034,0,0,1.0,9,20,1,0,False,es,1.2951016966879068e+18,retweeted,#GobiernoDePayasos Merecen ser juzgados por corrupción. Porque la amoralidad puede ser condenada pero no juzgada. Reírse de los muertos es uno de los peores insultos que un gobierno puede hacer. Pero esto siempre fue propiedad del KIRCHNERISMO. No te olvides al votar.,1573394551,0,0,0,0,0,1.2951016966879068e+18,2020-08-16T20:54:40.000Z,,No Error,0.4274071,0.034110364,0.5130944,0.039602257,Argentina,,,2020-08-16,0,0,0,0,0,0,0,0,0
27064,0,0,1.0,6,10,0,0,False,es,1.295101560305922e+18,retweeted,Que devolvio el ministerio de salud... Va a ser productor de la vacuna... Y los globosapiens hacen el ridículo!! #GobiernoDePayasos,1246485326719324160,0,0,0,0,0,1.295101560305922e+18,2020-08-16T20:54:08.000Z,,No Error,0.50759226,0.02453801,0.58196646,0.008401625,Argentina,,,2020-08-16,0,0,0,0,0,0,0,0,0
799,1,1,1.0,21,15,12,0,False,es,1.2949973072519247e+18,replied_to,"#GobiernoDePayasos de inútiles, mentirosos, ladrones, buchones, liberadores de presos, protectores de estafadores como Cristóbal, etc. etc. etc. #ElPeorGobiernoDeLaHistoria",857218178979688448,0,0,0,0,0,1.2949973072519247e+18,2020-08-16T13:59:52.000Z,,No Error,0.73663366,0.44787344,0.7804726,0.014566151,Argentina,,,2020-08-16,1,1,0,0,1,1,0,0,0
9496,1,1,1.0,10,11,5,0,False,es,1.2950315375666135e+18,replied_to,No hay que tener ninguna neurona activa para votar a este gobierno de inutiles! #GobiernoDePayasos,3393826468,0,0,0,0,0,1.2950315375666135e+18,2020-08-16T16:15:53.000Z,,No Error,0.6289369,0.16960317,0.7065844,0.0101363575,Argentina,,,2020-08-16,1,0,0,0,1,1,0,0,0
9686,1,1,1.0,4,24,1,0,False,es,1.2950338737017692e+18,retweeted,No se puede decir más nada de estos mamarrachos #GobiernoDePayasos,182907136,0,0,2,0,0,1.2950338737017692e+18,2020-08-16T16:25:10.000Z,,No Error,0.681338,0.23225488,0.72756535,0.010084574,Argentina,,,2020-08-16,1,0,0,0,1,1,0,0,0
9893,1,1,1.0,9,7,3,0,False,es,1.2949721734764872e+18,retweeted,"@AgenciaTelam @msalnacion El kirchnerismo no deja de superarse diariamente. Indignos, irrespetuosos, desubicados. Mal nacidos #GobiernoDePayasos",1123234727148904448,0,0,0,0,0,1.2950332046012252e+18,2020-08-16T16:22:31.000Z,208413101.0,No Error,0.718943,0.44787344,0.755201,0.013217449,Argentina,,,2020-08-16,1,1,0,0,1,1,0,0,0
15648,1,1,1.0,6,7,0,0,False,es,1.2950533362789048e+18,retweeted,Yo prefiero toda la vida un #GobiernoDePayasos y no un gobierno sádico y hdp como el macrista. Ah me olvidaba Feliz dia Chiques!!,158893543,0,0,1,0,0,1.2950533362789048e+18,2020-08-16T17:42:30.000Z,,No Error,0.75208336,0.50703704,0.7492263,0.02371728,Argentina,,,2020-08-16,1,1,0,0,1,1,0,0,0
19831,1,1,1.0,9,10,5,0,False,es,1.2950685079657226e+18,retweeted,#GobiernoDePayasos . Creo que ya lo he visto a TODO!! IMPOSIBLE DE CREER!!! Son de lo peor HDP!!!! @alferdez,2534029389,0,0,0,0,0,1.2950685079657226e+18,2020-08-16T18:42:48.000Z,,No Error,0.78855824,0.50703704,0.7967344,0.022681303,Argentina,,,2020-08-16,1,1,0,0,1,1,0,0,0
24768,1,0,0.0,8,7,2,0,False,es,1.295050375331025e+18,retweeted,@soyingridbeck En cualquier parte del mundo es una estupidez. La doble vara es de uds #GobiernoDePayasos,2899999817,0,0,0,0,0,1.2950877764765614e+18,2020-08-16T19:59:22.000Z,329699082.0,No Error,0.6342749,0.16960317,0.6991143,0.008764107,Argentina,,,2020-08-16,1,0,0,0,1,0,0,0,0
27927,1,1,1.0,19,29,16,0,False,es,1.2951062590336942e+18,retweeted,"Se asombran y votaron a Macri, que raro el cerebro del mamerto #GobiernoDePayasos",1207868516080242688,0,0,0,0,0,1.2951062590336942e+18,2020-08-16T21:12:48.000Z,,No Error,0.6491204,0.23224114,0.7090544,0.008789998,Argentina,,,2020-08-16,1,0,0,0,1,1,0,0,0
28510,1,1,1.0,11,21,8,0,False,es,1.2951074841185485e+18,retweeted,Me cago en este #GobiernoDePayasos,1220476236172091392,0,1,1,0,0,1.2951074841185485e+18,2020-08-16T21:17:40.000Z,,No Error,0.68408644,0.25624833,0.6675394,0.0113014765,Argentina,,,2020-08-16,1,0,0,0,1,0,0,0,0
31499,1,1,1.0,10,36,6,0,False,es,1.2949996697272852e+18,retweeted,@arilijalad Respuesta: #ElPeorGobiernoDeLaHistoria #GobiernoDePayasos #GobiernoDeCientificos #GobiernoDeLaMentira #GobiernoDeInutiles #gobiernodemierda,266026777,0,0,0,0,0,1.2951254960412795e+18,2020-08-16T22:29:15.000Z,176442061.0,No Error,0.6611249,0.44787344,0.6798578,0.013321015,Argentina,,,2020-08-16,1,0,0,0,1,0,0,0,0
34058,1,1,1.0,7,4,0,0,False,es,1.295146763381334e+18,retweeted,@todonoticias Otro inepto más de éste #GobiernoDeMierda #RenunciaBerni #GobiernoDePayasos #RompanLaCuarentena,168292354,0,0,1,0,0,1.2951548284071772e+18,2020-08-17T00:25:48.000Z,25992212.0,No Error,0.6827122,0.35368225,0.71120167,0.03649433,Argentina,,,2020-08-17,1,0,0,0,1,1,0,0,0
34714,1,1,1.0,3,4,0,0,False,es,1.2951563034305495e+18,retweeted,#GobiernoDePayasos  desnutridos !!!,1201573092826505216,0,0,0,0,0,1.2951563034305495e+18,2020-08-17T00:31:40.000Z,,No Error,0.6308517,0.18538254,0.6831271,0.010395273,Argentina,,,2020-08-17,1,0,0,0,1,0,0,0,0
36100,1,1,1.0,3,4,0,0,False,es,1.2950346464560865e+18,retweeted,@ViqueDani @luisnovaresio @lilianachi Otra imbecilidad más del #GobiernoDePayasos,893284975193329664,0,0,0,0,0,1.2951794143980175e+18,2020-08-17T02:03:30.000Z,1473455190.0,No Error,0.6308517,0.16960317,0.68668073,0.008311004,Argentina,,,2020-08-17,1,0,0,0,1,0,0,0,0
36604,1,1,1.0,3,4,0,0,False,es,1.2950307491381248e+18,retweeted,@Pajara_12 Este inutil no se graduo ni del jardin de infantes.#GobiernoDePayasos,1140785915658493952,0,0,0,0,0,1.2951838774100992e+18,2020-08-17T02:21:14.000Z,2931174211.0,No Error,0.62702215,0.16960317,0.71120167,0.010783645,Argentina,,,2020-08-17,1,0,0,0,1,1,0,0,0
41472,1,1,1.0,9,9,0,0,False,es,1.2954336198430147e+18,quoted,"#YoNoMarcho porque soy un vago inútil, que no quiero laburar y vivo del plan mejor que vos boludo laburante que me mantenes #GobiernoDePayasos #GobiernoCriminal #GobiernoDeCorruptos #CFKAsesina #LadronaDeLaNacionArgentina",169062778,0,0,1,0,0,1.2954336198430147e+18,2020-08-17T18:53:37.000Z,,No Error,0.7105462,0.45895407,0.7497506,0.04718852,Argentina,,,2020-08-17,1,1,0,0,1,1,0,0,0
41619,1,1,1.0,3,5,0,0,False,es,1.295378065313366e+18,retweeted,@Radio10 Este #GobiernoDePayasos #GobiernoDeMierda 👎,1229118241047490560,0,0,2,0,0,1.2954224124404283e+18,2020-08-17T18:09:05.000Z,18898168.0,No Error,0.75208336,0.44787344,0.7492263,0.011819307,Argentina,,,2020-08-17,1,1,0,0,1,1,0,0,0
42007,1,1,1.0,6,4,0,0,False,es,1.2954438408249915e+18,replied_to,"@NicolasdelCano Vos cerra el or....to que sos el menos indicado para llamar a la cordura, salí de tu buitrera y pedí justicia por #FacundoAstudilloCastro en este #Gobiernodepayasos",1186315454832357376,0,0,1,0,0,1.2954606992301507e+18,2020-08-17T20:41:13.000Z,374115730.0,No Error,0.65996873,0.35368225,0.7090544,0.017674083,Argentina,,,2020-08-17,1,0,0,0,1,1,0,0,0
42106,1,1,1.0,3,4,0,0,False,es,1.2951867368013578e+18,retweeted,@diegobranca Vos sos un Noqui sin dignidad GIL #GobiernoDePayasos,1126176294922792960,0,0,0,0,0,1.2954526907057193e+18,2020-08-17T20:09:24.000Z,133398816.0,No Error,0.6863638,0.23224801,0.7657292,0.010447056,Argentina,,,2020-08-17,1,0,0,0,1,1,0,0,0
42846,1,0,0.0,11,7,0,0,False,es,1.2954757646122107e+18,quoted,@NataNatalia23 @gabyspepe Son genocidas y tenemos q frenarlos antes q el saldo dañino sea mayor.#GobiernoDePayasos #gobiernodemierda,144289696,0,0,1,0,0,1.2955577793489551e+18,2020-08-18T03:06:59.000Z,535766652.0,No Error,0.6611249,0.44969136,0.71120167,0.2836219,Argentina,,,2020-08-18,1,0,0,0,1,1,0,0,0
43875,1,0,0.0,10,13,0,0,False,es,1.2958796608619274e+18,replied_to,@LANACION Que el gobierno se prepare.nadie es impu e eternamente .el 13 salimos de nuevo.#GobiernoDeMierda #GobiernoDePayasos,222518080,0,0,0,0,0,1.295881928533586e+18,2020-08-19T00:35:02.000Z,33989170.0,No Error,0.62136006,0.3498543,0.65129566,0.024062606,Argentina,,,2020-08-19,1,0,0,0,1,0,0,0,0
44216,1,1,1.0,7,7,0,0,False,es,1.2943486758593167e+18,replied_to,@pnique Jajaja que chistoso eres siempre @pnique porque en 7 meses habéis montado un puto caos. #GobiernoDePayasos #GobiernoDimision #GobiernoDeLaMentira #PodemosCloaca #PSOEdebroma,1263802860346712064,0,0,0,0,0,1.2960496557390316e+18,2020-08-19T11:41:32.000Z,25555639.0,No Error,0.6491204,0.4195425,0.6677319,0.012647836,Argentina,,,2020-08-19,1,0,0,0,1,0,0,0,0
48076,1,1,1.0,3,4,0,0,False,es,1.2971689914930094e+18,replied_to,@CoqitaUnder No dan más de imbéciles! #GobiernoDePayasos,1068879786,0,0,3,0,0,1.2971859906505318e+18,2020-08-22T14:56:55.000Z,2482800443.0,No Error,0.718943,0.23223771,0.755201,0.008945347,Argentina,,,2020-08-22,1,1,0,0,1,1,0,0,0
48567,0,0,1.0,15,21,3,0,False,es,1.2972967933828588e+18,retweeted,Che que pasó con #BrancatelliPelotudo #QueGobiernoDeMierda #QueSeVayanTodos #PreparaElHelicoptero #GobiernoDePayasos #GobiernoDeInutiles que ya no figuran ni entre las 30 tendencias en Argentina?,329380408,2,2,5,0,0,1.2972967933828588e+18,2020-08-22T22:17:12.000Z,,No Error,0.6491204,0.45895407,0.6798578,0.027861187,Argentina,,,2020-08-22,1,0,0,0,1,0,0,0,0
48988,1,1,1.0,8,7,5,0,False,es,1.2975318864625418e+18,retweeted,@clarincom @alferdez definitivamente es un PELOTUDO. #GobiernoDePayasos #GobiernoDeInutiles,1207447871190110208,0,0,2,0,0,1.2975384831799828e+18,2020-08-23T14:17:36.000Z,8105922.0,No Error,0.6544696,0.21290472,0.7218519,0.008919456,Argentina,,,2020-08-23,1,0,0,0,1,1,0,0,0
49057,1,1,1.0,2,4,0,0,False,es,1.2974396540782264e+18,retweeted,@Tonicanto1 Puta verguenza de gobierno #GobiernoDePayasos #GobiernoDeLaMentira #Mociondecensura,1221775892462145536,0,0,0,0,0,1.2975075634126193e+18,2020-08-23T12:14:44.000Z,249122306.0,No Error,0.743089,0.45895407,0.7090544,0.010369381,Argentina,,,2020-08-23,1,1,0,0,1,1,0,0,0
50498,1,1,1.0,19,9,10,0,False,es,1.297871140149506e+18,retweeted,"Si vez ""Envidia de los fachas"" eres oficialmente un bot podemita  humano y éres de esos tarados que dicen ""Ponga un Simón en su vida"" No tienes vida. Eres carnita de cañón.#ChepasGate #mujerflorero #GobiernoDePayasos #chavismoespañol",171083554,0,0,0,0,0,1.2978711447086449e+18,2020-08-24T12:19:28.000Z,171083554.0,No Error,0.65996873,0.35368225,0.72756535,0.01940071,Argentina,,,2020-08-24,1,0,0,0,1,1,0,0,1
50502,1,1,1.0,19,11,16,0,False,es,1.297537794236199e+18,retweeted,"@fargosi De tanto consumir caca los Kirchneristas tienen el cerebro lleno de mierda, tienen materia marrón, no gris. Entonces “piensan” así. #Rizzo #Solange #GobiernoDePayasos #GobiernoDeAsesinos #AlbertoFernandez #SeVan",364450950,0,0,0,0,0,1.297870147651281e+18,2020-08-24T12:15:31.000Z,254599256.0,No Error,0.78855824,0.61260825,0.802824,0.04524883,Argentina,,,2020-08-24,1,1,0,0,1,1,1,0,0
50642,1,1,1.0,5,6,0,0,False,es,1.2979544216792924e+18,retweeted,@vikidonda Sos una maquina de decir (y hacer) boludeces. En este GOBIERNO DE PAYASOS vos serias la “Mujer Barbuda”?  #ElPeorPresidenteDeLaHistoria #ElPeorGobiernoDeLaHistoria #GobiernoDePayasos,814961221719957504,0,0,0,0,0,1.2980136661729812e+18,2020-08-24T21:45:48.000Z,179675345.0,No Error,0.6611249,0.35368225,0.72868866,0.013269233,Argentina,,,2020-08-24,1,0,0,0,1,1,0,0,0
50675,1,1,1.0,15,8,10,0,False,es,1.2979712017096827e+18,retweeted,"@AgriculturaFM Son un chiste, pero puta que les gustó bajarse los pantalones con el asesino de 2 ancianos  @jbellolio lo único que les faltó fue hacerle un queque #GobiernoDePayasos #YoApoyoACamioneros",327149221,0,0,1,0,0,1.2980054411594957e+18,2020-08-24T21:13:07.000Z,36409216.0,No Error,0.76197964,0.52891463,0.755201,0.13815513,Argentina,,,2020-08-24,1,1,0,0,1,1,0,0,0
51773,1,1,1.0,2,9,0,0,False,es,1.298062670726402e+18,retweeted,@Luis_Delia SORETE mal cagado sos un ODIADOR serial de este #GobiernoDePayasos,1126176294922792960,0,0,0,0,0,1.298392990235398e+18,2020-08-25T22:53:06.000Z,132704571.0,No Error,0.7510937,0.35368225,0.7827088,0.011974656,Argentina,,,2020-08-25,1,1,0,0,1,1,0,0,1
52524,1,0,0.0,10,2,0,0,False,es,1.2987585076013097e+18,retweeted,@nahuelfutbol Tenemos #GobiernoDePayasos #GobiernoDeInutiles #GobiernoDeCientificos #GobiernoCriminal #GobiernoMataviejos #GobiernoDeLaMentira #GobiernoDepayasos,1230535683971977216,0,0,0,0,0,1.2988155789967073e+18,2020-08-27T02:52:19.000Z,413345481.0,No Error,0.61223894,0.35368225,0.6798578,0.057856824,Argentina,,,2020-08-27,1,0,0,0,1,0,0,0,0
52602,1,1,1.0,4,18,0,0,False,es,1.2987838498587075e+18,retweeted,"@jdlaverde9 Si y definitivamente es el gobierno más mierda de la historia! Nos vieron la cara, #GobiernoDePayasos #GobiernoCriminal #GobiernoDeInutiles",345734813,0,0,1,0,0,1.298791532850565e+18,2020-08-27T01:16:46.000Z,158431451.0,No Error,0.72028047,0.45185554,0.7298119,0.012906751,Argentina,,,2020-08-27,1,1,0,0,1,1,0,0,1
53548,1,1,1.0,6,4,0,0,False,es,1.298748711053529e+18,retweeted,"@robdnavarro @clarincom Si pelotudo ensobrado, sos parte de este #GobiernoDePayasos queriendo meter miedo, y sabes que? no somos boludos ni le tenemos miedo, y te digo mas prefiero el Covid19 a este gobierno de mierda del cual sos parte!!! Se acabó !!!",179135573,0,0,0,0,0,1.2989908868444283e+18,2020-08-27T14:28:56.000Z,593789869.0,No Error,0.7510937,0.45895407,0.7804726,0.054624002,Argentina,,,2020-08-27,1,1,0,0,1,1,0,0,0
53794,1,1,1.0,7,5,0,0,False,es,1.2990161012176077e+18,retweeted,"@infobae Mira como me rio jajajajaja. Me van a meter preso? El #GobiernoDePayasos no deja de sorprender. Compiten a ver cual es mas burro, ignorante e inoperante.",393069155,0,0,0,0,0,1.2990180991869007e+18,2020-08-27T16:17:04.000Z,69416519.0,No Error,0.61223894,0.20067264,0.68668073,0.011741633,Argentina,,,2020-08-27,1,0,0,0,1,0,0,0,0
55672,1,1,1.0,6,10,4,0,False,es,1.2990709081418995e+18,replied_to,Camioneros reculiaos y este gobierno también! Aaahhh pero anda a pararte a Dignidad con un cartel! Ahí te vuelan un ojo al toque! #GobiernoDePayasos #GobiernoCriminal #CamionerosverguenzaNacional #camionerosGolpistas,149346721,0,0,5,1,0,1.2990709081418995e+18,2020-08-27T19:46:54.000Z,,No Error,0.76523775,0.50703704,0.7782364,0.05947323,Argentina,,,2020-08-27,1,1,0,0,1,1,0,0,0
59578,1,1,1.0,21,5,10,0,False,es,1.2991989863357768e+18,retweeted,A vos ignorante K que volviste a votar a estos impresentables antipatria dejame agradecerte por darnos la posibilidad de estar viviendo una dictadura no decretada  disfrazada de cuarentena muchas gracias enserio....#GobiernoDePayasos #QueSeVayanTodos,3171367091,1,0,1,0,0,1.2991989863357768e+18,2020-08-28T04:15:50.000Z,,No Error,0.6289369,0.35040274,0.6991143,0.02613456,Argentina,,,2020-08-28,1,0,0,0,1,0,0,0,0
62820,1,1,1.0,4,5,1,0,False,es,1.2998375871971735e+18,retweeted,@diegoguelar @lauroveglia Y si son todos unos ridículos #GobiernoDePayasos,629414188,0,0,1,0,0,1.299846401115988e+18,2020-08-29T23:08:26.000Z,167395220.0,No Error,0.61223894,0.101760045,0.7090544,0.008764107,Argentina,,,2020-08-29,1,0,0,0,1,1,0,0,1
63353,1,1,1.0,7,14,0,0,False,es,1.2998664980607672e+18,retweeted,"@lilianafranco20 @alferdez @KGeorgieva @FMInoticias @DylanFerdez Que hijo de puta!!! Falta que hable con nestor encarnado en pajarito, se ve que los sanguchitos son de jamon crudo no ? Digo pir las pelotudes de esta noticia, ah #quegobiernodemierda #GobiernoDePayasos",406371490,0,0,0,0,0,1.299924499832463e+18,2020-08-30T04:18:46.000Z,160271681.0,No Error,0.78711975,0.52891463,0.7782364,0.024753258,Argentina,,,2020-08-30,1,1,0,0,1,1,0,0,1
63837,1,1,1.0,3,5,1,0,False,es,1.2999066019026575e+18,replied_to,@vikidonda @alferdez @FrenteDeTodos CROTA e INÚTIL una integrante más del #GobiernoDePayasos,1126176294922792960,0,0,0,0,0,1.3000958230202655e+18,2020-08-30T15:39:33.000Z,179675345.0,No Error,0.7252971,0.34962174,0.7967344,0.010447056,Argentina,,,2020-08-30,1,1,0,0,1,1,0,0,0
65154,1,1,1.0,3,5,0,0,False,es,1.300528531852722e+18,retweeted,"@2023Macri Váyanse todos impresentables ladrones ,asesinos @CFKArgentina @alferdez #GobiernoDeCorruptos #GobiernoDePayasos #CFKLadronadelaNacionArgentina #CFKLadronadelaNacionArgentina",1263175519866159104,0,0,1,0,0,1.300530875139076e+18,2020-08-31T20:28:17.000Z,1.2914321643121907e+18,No Error,0.7252971,0.50703704,0.7775208,0.14169718,Argentina,,,2020-08-31,1,1,0,0,1,1,0,0,0
102467,1,1,1.0,8,5,0,0,False,es,1.2951862258218844e+18,retweeted,"@geaelea Anticuarentena? No, femibolche ridícula, es la marcha antidelincuentes kks! #17AJuntosContraLaImpunidad",391699243,2,0,3,0,0,1.2954247601098179e+18,2020-08-17T18:18:25.000Z,276743341.0,No Error,0.65996873,0.45895407,0.68668073,0.0287245,Argentina,,,2020-08-17,1,0,0,0,1,0,0,0,0
117533,1,1,1.0,4,4,0,0,False,es,1.295440651207803e+18,replied_to,"#17AJuntosContraLaImpunidad yo voy a la marcha, al marcha de tu culo y mi garcha. Besitos",174815803,0,0,0,0,0,1.295440651207803e+18,2020-08-17T19:21:34.000Z,,No Error,0.68408644,0.45895407,0.54471385,0.13815513,Argentina,,,2020-08-17,1,0,0,0,0,0,0,0,0
189481,1,1,1.0,95,9,92,0,False,es,1.2954750868546232e+18,retweeted,Pero que imbeciles son los anticuarentena!!!#17AJuntosContraLaImpunidad,733421404918546432,0,0,1,0,0,1.2954750868546232e+18,2020-08-17T21:38:24.000Z,,No Error,0.6744087,0.06488878,0.72756535,0.00814271,Argentina,,,2020-08-17,1,0,0,0,1,1,0,0,0
211229,1,1,1.0,13,31,0,0,False,es,1.295489937333256e+18,retweeted,"#17AJuntosContraLaImpunidad. Otra cosa:despues de cada pregunta de los cronistas ¡responden cada pelotudez!Por un lado queda demostrado que estos gorilas,tienen(¿tienen?) un cerebro que compite con el de una babosa que le tiraron sal.",1277987491631505408,1,0,2,0,0,1.295489937333256e+18,2020-08-17T22:37:24.000Z,,No Error,0.6407703,0.34935045,0.71027446,0.016465442,Argentina,,,2020-08-17,1,0,0,0,1,1,0,0,0
247143,1,1,1.0,16,6,10,0,False,es,1.295489674274898e+18,retweeted,"@SebasTempone Te dure el sombre, gordo inmundo pq tu fracaso va a ser eterno! #17AJuntosContraLaImpunidad",127257918,0,0,0,0,0,1.295539085117776e+18,2020-08-18T01:52:42.000Z,17445257.0,No Error,0.74954444,0.35368225,0.802824,0.045572113,Argentina,,,2020-08-18,1,1,0,0,1,1,1,0,0
273118,1,1,1.0,3,5,0,0,False,es,1.2957869647262843e+18,retweeted,Cómo se puede ser tan hijo de puta los k FERNÁNDEZ #LasOllasSeMultiplican  #ComedoresDesbordados dale RT para dar una mano! #cuandopuedamarchar #Perdieron #17AJuntosContraLaImpunidad,1293682297389174784,0,0,0,0,0,1.2957869647262843e+18,2020-08-18T18:17:41.000Z,,No Error,0.7761081,0.52737635,0.7804726,0.042662576,Argentina,,,2020-08-18,1,1,0,0,1,1,0,0,0
283408,1,1,1.0,3,4,0,0,False,es,1.2895563560772977e+18,retweeted,"Alejandro Navarro es el enano maldito de Chile, otro sin vergüenza que no se arruga para engañar al pueblo. #QueSeVayanTodos",534957910,0,0,0,0,0,1.2895563560772977e+18,2020-08-01T13:39:28.000Z,,No Error,0.6667219,0.35368225,0.75027496,0.0475118,Argentina,,,2020-08-01,1,0,0,0,1,1,0,0,0
288060,1,1,1.0,6,4,2,0,False,es,1.29432630336623e+18,retweeted,@victorfyt #QueSeVayanTodos #QueGobiernoDeMierda no se aguanta más,1241155383701450752,2,0,6,0,0,1.294329549480657e+18,2020-08-14T17:46:26.000Z,1055431634.0,No Error,0.62136006,0.35368225,0.6306599,0.06270605,Argentina,,,2020-08-14,1,0,0,0,1,0,0,0,0
294741,1,1,1.0,9,6,5,0,False,es,1.2968615988506583e+18,retweeted,"Asesinos, ladrones, corruptos, delirantes, gritones, ordinarios, burros.  #QueSeVayanTodos",1074776627429736448,1,0,2,0,0,1.2968615988506583e+18,2020-08-21T17:27:54.000Z,,No Error,0.7510937,0.52891463,0.7827088,0.34804323,Argentina,,,2020-08-21,1,1,0,0,1,1,0,0,0
296471,1,1,1.0,63,10,51,2,False,es,1.296866494597468e+18,retweeted,"#QueSeVayanTodos intendentemierda de Coronel Suárez denuncia a los q fueron en coche al banderazo del 17A, ¡no permitir! #MocceroDictador gente de Coronel Suárez ¡pueblada ya!",1206347732077686784,0,0,0,0,0,1.296866494597468e+18,2020-08-21T17:47:21.000Z,,No Error,0.6491204,0.44787344,0.6798578,0.12689553,Argentina,,,2020-08-21,1,0,0,0,1,0,0,0,0
298466,1,1,1.0,10,6,5,0,False,es,1.2968368551329792e+18,retweeted,@b_radil #27ATodosAlCongreso #27ATodosALaCalle #QueSeVayanTodos #GolpeDeEstadoK #Solange  #Cuarentena #Pobreza #Asesinos  cuanto más vamos a aguantar a estos hdp,1260973466183966720,0,0,1,0,0,1.296872346557522e+18,2020-08-21T18:10:36.000Z,1.2074181778498314e+18,No Error,0.72028047,0.47886345,0.7492263,0.2857609,Argentina,,,2020-08-21,1,1,0,0,1,1,0,0,0
300352,1,1,1.0,25,4,21,0,False,es,1.2968765947709768e+18,retweeted,"@SantiCafiero Ñoqui malnacido, sos tan culpable como la chorra de tu ama #JusticiaporSolange #InfectaduraK #QueSeVayanTodos",391699243,0,0,2,0,0,1.2968765947709768e+18,2020-08-21T18:27:29.000Z,42637609.0,No Error,0.76197964,0.45895407,0.8032227,0.13211988,Argentina,,,2020-08-21,1,1,0,0,1,1,1,0,1
303077,1,1,1.0,6,4,4,0,False,es,1.2968831889298883e+18,retweeted,"@AleGomezFabio si, este hdp también #QueSeVayanTodos",75095057,0,0,0,0,0,1.2968833817084355e+18,2020-08-21T18:54:27.000Z,1103921910.0,No Error,0.7252971,0.45895407,0.7418356,0.27243137,Argentina,,,2020-08-21,1,1,0,0,1,1,0,0,0
303267,1,1,1.0,4,0,0,0,False,es,1.296863241273061e+18,retweeted,@RussianVolga @GordoMonstruo #QueSeVayanTodos @alferdez @JSchiaretti váyanse inútiles!!!!!,1269375615054077952,0,0,0,0,0,1.296882978761642e+18,2020-08-21T18:52:51.000Z,612675219.0,No Error,0.6611249,0.2322463,0.7344449,0.048158366,Argentina,,,2020-08-21,1,0,0,0,1,1,0,0,1
