"","id","year","majortopic","subtopic","official_id","titre","summary","type","legislature","original_topic","original_subtopic","day","month","date1","date2","divided_government","divided_legislature"
"792",2269,2003,7,"712","2003-986 ","Loi autorisant l'approbation de la convention sur les polluants organiques persistants","Ce projet de loi approuve la convention sur les polluants organiques persistants (POP)  faite à Stockholm en mai 2001.)Les POP sont des substances chimiques persistantes, qui s'accumulent dans les tissus adipeux, se propagent dans la chaîne alimentaire et sont nocives pour la santé et l'environnement. Ces substances franchissent aisément les frontières internationales et posent donc un problème mondial, requérant une solution globale. La convention a pour objectif d'éliminer ou de restreindre la production et l'utilisation de tous les POP produits volontairement: elle stipule entre autres que les stocks et les déchets contenant des POP doivent être gérés et éliminés d'une manière sûre, efficace et écologiquement rationnelle, elle encourage les Parties à entreprendre des activités de recherche et de développement concernant les POP. Elle prévoit enfin une aide pour les pays en voie de développement afin de les aider à appliquer ces différentes mesures","Loi",12,7,799,16,10,20031016,200310,0,0
"793",2333,2004,7,"701","2004-596 ","Loi autorisant l'approbation du protocole à la convention du 27 novembre 1992 portant création d'un fonds international d'indemnisation pour les dommages dus à la pollution par les hydrocarbures","Le projet de loi approuve le protocole fait en mai 2003 à la convention du 27 novembre 1992 portant création d'un fonds international d'indemnisation pour les dommages dus à la pollution par les hydrocarbures. Ce protocole améliore le système d'indemnisation des dommages dus à la pollution par les hydrocarbures, afin de garantir une indemnisation rapide et équitable des victimes.

","Loi",12,7,710,24,6,20040624,200406,0,0
"794",2401,2005,7,"700","2005-205","Loi constitutionnelle relative à la Charte de l'environnement","Complément au préambule de la Constitution : « Le peuple français proclame solennellement son attachement aux Droits de l’Homme et aux principes de la souveraineté nationale tels qu’ils ont été définis par la Déclaration de 1789, confirmée et complétée par le préambule de la Constitution de 1946, ainsi qu’aux droits et devoirs définis dans la Charte de l’environnement de 2004 » + insertion de la Charte","Loi",12,7,700,1,1,20050101,200501,0,0
"795",2468,2005,7,"700","2005-1319","Loi portant diverses dispositions d'adaptation au droit communautaire dans le domaine de l'environnement ","Ce projet de loi entend permettre la transposition en droit français de cinq directives, concernant notamment la liberté d'accès à l'information concernant l'environnement, la mise en décharge des déchets, l'évaluation du bruit dans l'environnement, et les systèmes d'échanges de quotas d'émissions de gaz à effet de serre.","Loi",12,7,700,26,10,20051026,200510,0,0
"796",2388,2005,7,"701","2005-109","Loi autorisant l'adhésion au protocole de 1997 modifiant la convention internationale de 1973 pour la prévention de la pollution par les navires, telle que modifiée par le protocole de 1978","Ce protocole, signé en 1997, complète la convention Marpol en abordant la pollution atmosphérique : il vise à imposer aux navires de commerce des normes concernant les émissions de certains gaz.","Loi",12,7,710,11,2,20050211,200502,0,0
"797",2461,2005,7,"712","2005-1272","Loi autorisant l'approbation de la convention européenne du paysage","Ce projet de loi approuve la convention européenne du paysage et qui  est le premier traité international à vocation régionale et qui vient compléter un ensemble de traités se rapportant au patrimoine naturel et culturel.
Cette convention s'applique aux espaces naturels, aux paysages ruraux, urbains ou périurbains, aux espaces terrestres ainsi qu'aux eaux intérieures ou maritimes.","Loi",12,7,799,13,10,20051013,200510,0,0
"798",2522,2006,7,"704","2006-739","Loi de programme relative à la gestion durable des matières et déchets radioactifs","La gestion des déchets radioactifs constitue depuis quinze ans un exemple inédit d'échanges entre la société civile, la communauté scientifique et les responsables politiques, dont le point d'orgue aura été le débat public national organisé en 2005. 

Le projet de loi prolonge la démarche de la loi dite ""Bataille"" de 1991 en précisant les dates auxquelles les différentes solutions pourront entrer en vigueur. Pour la séparation et la transmutation, devront être arrêtées, en 2012, les perspectives industrielles liées aux recherches sur la quatrième génération de réacteurs. Pour le stockage réversible en couche géologique profonde, il est prévu de réunir en 2015 tous les éléments nécessaires à une autorisation. Quant au centre de stockage éventuel, sa date de mise en fonctionnement est fixée à 2025, ce qui est compatible avec le calendrier de production des déchets à haute activité et à vie longue issus du cycle nucléaire français. 

Le texte apporte également deux éléments essentiels dans des domaines non couverts par la loi de 1991. D'une part, il propose une véritable gestion nationale pour les déchets, mais aussi pour les matières radioactives, valorisables ou non, en instituant le plan national de gestion des déchets radioactifs. D'autre part, il donne un cadre législatif au démantèlement des installations nucléaires et, en particulier, à la question des provisions financières sécurisées constituées par les exploitants pour que le montant de 68 milliards, aujourd'hui jugé nécessaire, soit disponible. Le Parlement participera au contrôle de ces provisions financières et de leur sanctuarisation dans les comptes des entreprises. 

Enfin, ce texte renforce l'accompagnement socio-économique des territoires concernés par un éventuel stockage. Le projet de loi renforce les groupements d'intérêt public de développement local déjà créés en Meuse et en Haute-Marne ; il vise à mieux impliquer les industriels du nucléaire dans des projets industriels locaux et il conforte le statut de la structure locale de concertation et d'information des élus et des populations.","Loi",12,7,704,28,6,20060628,200606,0,0
"799",2561,2006,7,"711","2006-1772","Loi  sur l'eau et les milieux aquatiques ","Modernisation le dispositif juridique de la gestion de l'eau, afin d'améliorer la gestion de l'eau et d'atteindre l'objectif de bon état écologique des eaux fixé par la directive pour 2015, à partir des réformes suivantes : 
- à la préservation des ressources en eau et des milieux aquatiques (titre Ier) ;
- à l'alimentation en eau et à l'assainissement (titre II) ;
- à la planification et à la gouvernance (titre III) ; ","Loi",12,7,711,30,12,20061230,200612,0,0
"800",2740,2008,7,"700","2008-757","Loi relative à la responsabilité environnementale et à diverses dispositions d'adaptation au droit communautaire dans le domaine de l'environnement","Le défaut de transposition dans les délais requis de la directive 2004/35/CE du 21 avril 2004 sur la responsabilité environnementale a conduit la Commission européenne à adresser à la France une mise en demeure, suivie en janvier 2008 par un avis motivé. Alors que doit s'ouvrir le 1er juillet 2008 la Présidence française de l'Union, le gouvernement a inscrit à l'ordre du jour du Sénat le projet de loi de transposition qui avait été déposé en avril 2007. Le projet de loi soumis à l'examen du Sénat suit fidèlement le texte communautaire, tout en préservant les dispositions nationales plus contraignantes. La directive 2004/35/CE pose un principe de réparation des dommages écologiques, indépendamment de toute atteinte à des biens ou des personnes. Sa transposition intervient précisément au moment où, amené à se prononcer sur la marée noire consécutive au naufrage de l'Erika, le juge judiciaire a admis la possibilité d'une indemnisation du préjudice résultant d'une atteinte à l'environnement, en dehors du préjudice moral et du préjudice matériel.","Loi",13,7,700,1,8,20080801,200808,0,0
"801",2703,2008,7,"701","2008-476","Loi autorisant l'adhésion à la convention internationale pour le contrôle et la gestion des eaux de ballast et sédiments des navires","Dans le cadre de l’organisation maritime internationale (OMI), une convention pour le contrôle et la gestion des eaux de ballast et sédiments des navires a été adoptée à Londres le 13 février 2004. Les eaux de ballast sont destinées à contribuer, avec la cargaison, à équilibrer les navires. Lors des opérations commerciales de chargement et de déchargement des navires, l’eau des ballasts peut être rejetée, partiellement ou non. De très nombreuses espèces marines végétales ou animales peuvent être transportées par les navires dans les eaux de ballast, notamment les espèces suffisamment petites pour passer à travers les filtres et les pompes. Les espèces aquatiques envahissantes, ainsi que les virus et les bactéries, y compris des souches pathogènes, de choléra par exemple, survivent dans ces espaces et sont susceptibles de proliférer une fois rejetées. L’OMI a adopté différentes résolutions afin d’encadrer la gestion des eaux de ballast, mais, rapidement, il est apparu nécessaire de rendre obligatoires ces dispositions. Différentes options ont été envisagées pour finalement retenir la forme d’une nouvelle convention internationale. Une conférence diplomatique qui s’est tenue du 9 au 13 février 2004 a adopté la convention par consensus. La convention est le premier texte international contraignant dans ce domaine.","Loi",13,7,710,22,5,20080522,200805,0,0
"802",2764,2008,7,"405","2008-1545","Loi pour l'amélioration et la simplification du droit de la chasse","La loi n° 2003-698 du 30 juillet 2003 relative à la chasse, ainsi qu'un volet spécifique de la loi n° 2005-157 du 23 février 2005 relative au développement des territoires ruraux et leurs textes d'application ont permis de réformer en profondeur le cadre réglementaire de l'activité cynégétique tant du point de vue de la pratique, de son organisation que de la gestion durable de la faune sauvage. Les chasseurs sont désormais reconnus comme des acteurs à part entière de la gestion équilibrée des écosystèmes et plus largement du développement économique et écologique de nos territoires ruraux. Ils ont su utiliser ces nouveaux outils en se comportant en acteurs responsables, soucieux d'assurer une gestion équilibrée du patrimoine cynégétique et de promouvoir une véritable éthique de la chasse. Dans ce contexte, la présente proposition de loi entend modifier, à la marge, les textes en vigueur sur des points techniques clairement identifiés afin de faciliter l'exercice de la chasse et d'améliorer la gestion cynégétique.","Loi",13,7,721,31,12,20081231,200812,0,0
"803",2794,2009,7,"700","2009-584","Loi autorisant l'approbation du protocole sur les registres des rejets et transferts de polluants se rapportant à la convention de 1998 sur l'accès à l'information, la participation du public à la prise de décision et l'accès à la justice dans le domaine de l'environnement","Convaincue de l'intérêt des registres des émissions polluantes et de leur mise à disposition du public, pour mettre en évidence les progrès réalisés dans la lutte contre la pollution, contrôler le respect de certains accords internationaux et fixer les priorités, la France réalise depuis 1987 des inventaires annuels des émissions polluantes dans l'air et l'eau. À la suite de la directive 96/61/CE du Conseil du 24 septembre 1996 relative à la prévention et à la réduction intégrées de la pollution (IPPC) et de la décision 2000/479/CE du 17 juillet 2000 relative à la création d'un registre européen des émissions polluantes (EPER), l'Union européenne s'est munie de son propre registre qui a été rendu accessible au public en février 2004 sur internet.  La France et l'Union européenne sont Parties à la convention sur l'accès à l'information, la participation du public au processus décisionnel et l'accès à la justice en matière d'environnement (convention d'Aarhus). Le 21 mai 2003, l'organe exécutif de la convention d'Aarhus a adopté à Kiev (Ukraine), le protocole sur les registres des rejets et transferts de polluants (PRTR). Le protocole PRTR a été approuvé par la Communauté européenne via la décision du Conseil 2006/61/CE du 2 décembre 2005. La mise en oeuvre au sein de la Communauté est assurée par le règlement (CE) n° 166/2006 du 18 janvier 2006 concernant la création d'un registre européen des rejets et des transferts de polluants (règlement E-PRTR). Ce règlement a également abrogé la décision EPER. L'objet du protocole est de promouvoir l'accès du public à l'information par la création de registres cohérents et intégrés des rejets et transferts de polluants à l'échelle nationale. Il vise ainsi à faciliter la participation du public au processus décisionnel en matière d'environnement et à contribuer à la prévention et à la réduction de la pollution de l'environnement. Le protocole impose aux États Parties, la mise en place d'un registre (base de données) accessible au public. Ce registre doit être renseigné à partir des déclarations transmises par les exploitants des installations répondant aux critères de l'annexe 1 (type d'activité et seuil d'activité). Les données concernent les émissions de quatre-vingt-six polluants définis à l'annexe 2 rejetés par ces établissements ainsi que les transferts de déchets. Il tient compte des différents milieux récepteurs (eau/air/sol). Ce registre est mis à jour chaque année. En continuité avec le registre EPER, le protocole PRTR vise à créer un registre facilement accessible et consultable par le public. Le champ d'application de ce protocole est plus large que celui de la directive 96/61/CE IPPC et donc du registre EPER. Le protocole concerne notamment les stations d'épurations industrielles et urbaines, les carrières, les aquacultures. Il couvre également un nombre plus important de polluants dans l'air, l'eau et le sol. Le protocole prévoit de plus la présence des transferts de déchets dangereux et non dangereux dans le registre ainsi que les émissions de sources diffuses.","Loi",13,7,700,25,5,20090525,200905,NA,NA
"804",2815,2009,7,"700","2009-967","Loi de programmation relative à la mise en oeuvre du Grenelle de l'environnement","Le projet de loi de programme relatif à la mise en œuvre du Grenelle de l'environnement, adopté à l'unanimité par l'Assemblée nationale, ne constitue pas la première concrétisation des 263 engagements pris à l'issue du Grenelle. Beaucoup d'entre eux ont déjà connu une traduction conventionnelle, réglementaire ou législative - par exemple dans la loi de finances pour 2009 ou la loi de finances rectificative pour 2008. L'action menée par la France durant sa présidence de l'Union européenne a également contribué à la mise en œuvre du Grenelle.  Cependant, le projet de loi de programmation présenté par le gouvernement constitue un texte fondateur qui, sans comporter de dispositions normatives d'application directe, transcrit fidèlement les engagements pris à l'automne 2007. Il propose des modifications importantes dans tous les secteurs participant à la dégradation de l'environnement ou au changement climatique Deux secteurs majeurs seront particulièrement mis à contribution : d'une part, le bâtiment, marqué par l'objectif d'une réduction des consommations énergétiques de 38 % d'ici 2020, et d'autre part, les transports, secteur auquel est assigné un objectif de réduction de 20 % des émissions de gaz à effet de serre (GES) d'ici 2020.","Loi",13,7,700,3,8,20090803,200908,NA,NA
"805",2912,2010,7,"700","2010-788","Loi portant engagement national pour l'environnement","Ce projet de loi, déposé au Sénat le 12 janvier 2009, s'inscrit dans le prolongement de la loi de programmation relative à la mise en oeuvre du Grenelle de l'environnement, dite ""Grenelle I"", qui a déterminé les objectifs de l'État dans le domaine environnemental. Au travers de ses 104 articles répartis en sept titres, il traduit en obligations, interdictions ou permissions les principes précédemment affirmés dans la loi de programmation. En matière de bâtiments et d'urbanisme (titre I), le projet de loi entend améliorer la performance énergétique des bâtiments. Il modifie également le code de l'urbanisme afin de le rendre davantage compatible avec les initiatives en faveur de la production d'énergie renouvelable et d'adapter les documents d'urbanisme aux objectifs environnementaux. En matière de transports (titre II), le projet de loi porte sur des mesures en faveur du développement des transports collectifs urbains et périurbains, les péages autoroutiers et entend favoriser le développement des modes alternatifs à la route pour le transport de marchandises. Concernant l'énergie et le climat (titre III), le projet de loi entend favoriser la réduction de la consommation énergétique et la prévention des émissions de gaz à effet de serre ainsi que le développement des énergies renouvelables. Afin de préserver la biodiversité (titre IV) le projet de loi comprend des dispositions relatives à l'agriculture, à la protection des espèces et des habitats ainsi qu'à l'assainissement et aux réserves en eau. Afin de garantir la santé et de mieux gérer les déchets, le projet de loi comprend des dispositions relatives aux nuisances lumineuses ou sonores et renforce la responsabilité des producteurs de déchets. Enfin, le projet de loi (titre VI) renforce la responsabilité des entreprises vis-à-vis de leurs obligations en matière environnementale et développe l'information des consommateurs-citoyens à travers notamment la rénovation des enquêtes publiques. Il comprend également une disposition spécifique à certains personnels de l'aéroport de Nantes (titre VII). ","Loi",13,7,700,12,7,20100712,201007,NA,NA
"806",2984,2012,7,"405","2012-325","Loi portant diverses dispositions d'ordre cynégétique","La présente proposition de loi présente diverses dispositions relatives à la chasse que son auteur estime « nécessaires pour permettre aux chasseurs l'accomplissement de leur passion dans les meilleures conditions tout en leur reconnaissant une contribution importante à la préservation des territoires ». Elle contient notamment les mesures suivantes : - Reconnaissance du rôle de la chasse comme instrument efficace de gestion de la biodiversité (article 1er) ; - Reconnaissance du rôle des fédérations départementales des chasseurs en matière d'information et d'éducation au développement durable en matière de préservation de la faune sauvage et de ses habitats (article 2) ; - Possibilité à l'initiative du préfet de créer des réserves de chasse et de faune sauvage. Initiative qui est actuellement la compétence exclusive du détenteur du droit de chasse ou de la fédération départementale ou interdépartementale des chasseurs (article 3) ; - Possibilité pour le préfet, sur proposition de la fédération départementale ou interdépartementale des chasseurs, d'imposer au propriétaire d'un territoire un prélèvement d'un nombre déterminé d'animaux dans une zone non chassée causant des dégâts de gibier (article 8) ; - Extension aux chasseurs du bénéfice de la servitude de « marchepied » sur le domaine public fluvial, aujourd'hui explicitement prévue pour les seuls piétons et pêcheurs (article 9) ; - Application dans le département de la Guyane de la sanction réprimant une infraction aggravée de chasse dans le cœur d'un parc national ou dans une réserve naturelle (article13).","Loi",13,7,721,7,3,20120307,201203,NA,NA
"807",3023,2013,7,"712","2013-344","Loi relative à la prorogation du mécanisme de l'éco-participation répercutée à l'identique et affichée pour les équipements électriques et électroniques mégagers","La présente proposition de loi a été déposée au Sénat par Gérard Miquel (Soc., Lot) et plusieurs de ses collègues le 22 janvier 2013.  Elle a pour objet la prorogation du mécanisme de la répercussion à l'identique de l'éco-participation pour les équipements électriques et électroniques ménagers jusqu'au 1er janvier 2020. L'article L. 541-10-2 du code de l'environnement instaurait ce mécanisme pour une période transitoire, s'achevant le 13 février 2013.  Le texte corrige également une erreur matérielle au quatrième alinéa de ce même article.","Loi",14,7,799,24,4,20130424,201304,NA,NA
"808",73,1979,8,"801","79-1112","Loi autorisant la ratification du traité d'adhésion de la République héllénique à la communauté économique européenne et à la communauté européenne de l'énergie atomique","","Loi",6,8,801,22,12,19791222,197912,0,0
"809",140,1980,8,"801","80-572","Loi sur la protection et le contrôle des matières nucléaires","","Loi",6,8,801,25,7,19800725,198007,0,0
"810",146,1980,8,"801","80-870","Loi autorisant l'approbation de la convention intergouvernementale relative à la société Eurodif","","Loi",6,8,801,5,11,19801105,198011,0,0
"811",131,1980,8,"807","80-531","Loi relative aux économies d'énergie et à l'utilisation de la chaleur","","Loi",6,8,807,15,7,19800715,198007,0,0
"812",195,1981,8,"801","81-743","Loi autorisant l'approbation d'un accord entre la France, la Communauté européenne de l'énergie atomique et l'Agence internationale de l'énergie atomique relatif à l'application de garanties en France","","Loi",7,8,801,5,8,19810805,198108,1,1
"813",956,1989,8,"801","89-433  ","Loi autorisant l'approbation d'une convention internationale sur la protection physique des matières nucléaires ","ce projet de loi approuve une convention visant à mettre en place des mesures de protection physique en matière nucléaire. Le texte définit les matières nucléiares concernées par la convention et les délits qui sont visés","Loi",9,8,801,30,6,19890630,198906,1,1
"814",957,1989,8,"801","89-434","Loi complétant la loi n° 80-572 du 25 juillet 1980 sur la protection et le contrôle des matières nucléaires et complétant le code de procédure pénale","","Loi",9,8,801,30,6,19890630,198906,1,1
"815",1042,1990,8,"801","90-397","Loi autorisant la ratification du protocole portant modification de la convention du 29 juillet 1960 sur la responsabilité civile dans le domaine de l'énergie nucléaire, amendée par le protocole additionnel du 28 janvier 1964 et du protocole portant modification de la convention du 31 janvier 1963 complémentaire à la convention de Paris du 29 juillet 1960 sur la responsabilité civile dans le domaine de l'énergie nucléaire, amendée par le protocole additionnel du 28 janvier 1964","","Loi",9,8,801,11,5,19900511,199005,1,1
"816",1049,1990,8,"801","90-488","Loi modifiant la loi n° 68-943 du 30 octobre 1968 relative à la responsabilité civile dans le domaine de l'énergie nucléaire","Installation nucléaire unique. Montant de la responsabilité de l'exploitant. Installations à usage non pacifique. Montant de la responsabilité de l'exploitant en cas de transport de substances nucléaires. Responsabilité en cas de transport de substances nucléaires entre le territoire français et celui d'un Etat non partie à la convention de Bruxelles. Transport de substances nucléaires en transit: couverture des dommages éventuels. Certificats d'assurance ou de garantie pour les transports de substances nucléaires. ","Loi",9,8,801,16,6,19900616,199006,1,1
"817",1242,1992,8,"800","92-576","Loi autorisant l'adhésion à l'accord relatif à un programme international de l'énergie","","Loi",9,8,800,1,7,19920701,199207,1,1
"818",1301,1992,8,"803","92-1443","Loi portant réforme du régime pétrolier","Garantir l’approvisionnement pétrolier de la France, faire face aux crises pétrolières. Régime de liberté des produits pétroliers. Principe, gestion et constitution des stocks stratégiques. Régime fiscal de la société anonyme de gestion des stocks de sécurité. Notification des opérations relatives aux installations de raffinage. Définition des règles techniques applicables aux installations pétrolières ne relevant pas de la législation relative aux installations classées. Pouvoirs du gouvernement en cas de crise.","Loi",9,8,803,1,1,19920101,199201,1,1
"819",1545,1995,8,"801","95-865 ","Loi sur l'air et l'utilisation rationnelle de l'énergie ","ce projet de loi approuve une convention signée en septembre 1994 relative à la sûreté en matière nucléaire. Tchernobyl a en effet révélé les failles du système international dans ce domaine. la convention est surtout incitative et exhorte les Etats à mettre en place des dispositifs efficaces en matière de sécurité nucléaire","Loi",10,8,801,3,8,19950803,199508,0,0
"820",1625,1996,8,"803","96-427 ","Loi autorisant l'approbation de l'accord entre le Gouvernement de la République française et le Gouvernement du Royaume de Norvège portant sur le transport par gazoduc de gaz du plateau continental norvégien et d'autres secteurs vers la France","Afin de diversifiser ses sources d'apprivisionnement énergétique,  la France a mis en place en mars 1995 un accord avec la Norvège relatif au  système de transport par gazoduc de gaz en provenance de ce pays. Ce texte définit notamment le sytème d'octroi des autorisations, les règles d'inspection et de surveillace de l'ouvrage, un régime fiscal applicable au gazoduc et ses cnditions d'exploitation.","Loi",10,8,803,17,5,19960517,199605,0,0
"821",1877,1999,8,"800","99-425 ","loi autorisant la ratification du traité sur la Charte de l'énergie","Le traité sur la Charte de l'énergie, signé en décembre 1994, institue le principe de la liberté de transit des matières et produits énergétiques sur le territoire des Parties. Celles-ci s'engagent également à accorder le traitement national, ou le traitement de la nation la plus favorisée s'il est plus avantageux, aux investissements des investisseurs des autres Parties réalisés sur leur territoire","Loi",11,8,800,27,5,19990527,199905,3,1
"822",1952,2000,8,"801","2000-174","Loi autorisant l'approbation de la convention commune sur la sûreté de la gestion du combustible usé et sur la sûreté de la gestion des déchets radioactifs","Est approuvée dans ce projet de loi la convention commune sur la sûreté de la gestion du combustible usé et sur la sûreté de la gestion des déchets radioactifs, signée à Vienne en septembre 1997 sous l'égide de l'Agence Inertnaionale de l'Energie Atomique. La convention s'applique à la sûreté de la gestion du combustible usé et des déchets radioactifs résultant de l'exploitation de réacteurs nucléaires civils(les déchets faisant partie de programmes militaires étant exclus de son champ d'application).","Loi",11,8,801,2,3,20000302,200003,3,1
"823",1948,2000,8,"802","2000-108","Loi relative à la modernisation et au développement du service public de l'électricité","","Loi",11,8,802,1,1,20000101,200001,3,1
"824",2184,2003,8,"800","2003-8","Loi relative aux marchés du gaz et de l'électricité et au service public de l'énergie","","Loi",12,8,800,4,1,20030104,200301,0,0
"825",2189,2003,8,"801","2003-79 ","Loi autorisant l'approbation de l'accord entre le Gouvernement de la République française et le Gouvernement de la Fédération de Russie relatif à la responsabilité civile au titre de dommages nucléaires du fait de fournitures en provenance de la République française destinées à des installations nucléaires en Fédération de Russie","Est approuvé ici un accord franco-russe de juin 2000, portant sur la responsabilité civile du fait de fournitures en provenance de France et destinées à des installations nucléaires situées en  Russie. Entre autres dispositions, cet accord prévoit que la Partie russe ne peut émettre, à l'encontre de la Partie française ou des fournisseurs, de réclamations au titre de dommages nucléaires résultant d'un accident nucléaire survenu sur le territoire russe. 
Ce système a également pour effet d'assurer à la Partie française et aux fournisseurs français une protection juridique et de les décharger de la responsabilité civile afférente aux réclamations des tiers. ","Loi",12,8,801,30,1,20030130,200301,0,0
"826",2445,2005,8,"800","2005-781","Loi de programme fixant les orientations de la politique énergétique","Rares sont les sujets qui, au cours de ces dix dernière années, ont suscité dans l'opinion publique autant de réflexions, de discussions, de controverses, voire de polémiques que le devenir de la politique énergétique de la France. Alors que celle-ci fut longtemps le résultat de décisions prises sans consultation de l'opinion publique, cette politique fait désormais l'objet de nombreux rapports publics et de multiples débats qui se sont déroulés aussi bien dans l'ensemble du pays qu'au sein du Parlement. La question soumise au legislateur est d'autant plus capitale que les choix qui seront effectués, par action ou par abstention en matière énergétique auront une incidence déterminante sur le mode et le niveau de vie des citoyens, la préservation de l'environnement et le devenir de la France en tant que puissance économique, au cours des cinquante prochaines années de façon largement irréversible. C'est dire l'importance qui s'attache à la discussion du projet de loi d'orientation énergétique tant au plan social, dans une société qui reconnaît aux citoyens un « droit à l'électricité », qu'en matière économique puisque le coût de l'énergie constitue un facteur déterminant de la compétitivité des économies industrielles. Comme le soulignait dès 1997 la commission d'enquête du Sénat présidée par M. Jacques Valade, sur la politique énergétique de la France : « Le temps de l'opacité est révolu en ce qui concerne les choix énergétiques et leur maîtrise ». Le débat national qui a eu lieu en 2003 a permis de constater que si nos concitoyens sont disposés à modérer le taux d'accroissement de leur consommation énergétique, ils n'envisagent pas de diminuer celle-ci en valeur absolue, considérant que les facilités que permettent les transports, l'éclairage, le chauffage et l'usage des appareils ménagers prennent une part déterminante à leur bien être quotidien. En outre, la hausse du niveau de vie et la garantie d'une fourniture qui permet de couvrir les besoins sans pénurie ont favorisé le développement d'une préoccupation légitime pour le secteur énergétique : le souci de préserver l'environnement qui est désormais partagé par l'ensemble des forces politiques et sociales de notre pays. Mais si les objectifs du développement durable et de la satisfaction des besoins par la garantie d'une indépendance nationale sont communs aussi bien à l'ensemble de nos concitoyens qu'à leurs représentants, les moyens pour les atteindre sont de plus en plus discutés. Les débats précités n'ont, sur ce point, peut-être pas permis d'éclairer totalement les vrais enjeux alors même que le problème que se propose de résoudre le projet de loi d'orientation énergétique se résume, en réalité, à trois questions simples : - la France est-elle capable de modérer l'accroissement et d'optimiser l'utilisation de sa consommation énergétique ? - des efforts suffisants sont-ils réalisés, et à quel prix, pour favoriser le développement des énergies renouvelables ? - enfin, sommes-nous prêts à renouveler notre outil de production d'électricité nucléaire ou à lui substituer une autre source de production autochtone ? La commission des affaires économiques se réjouit donc de la discussion de ce projet de loi qu'elle appelle de ses voeux depuis cinq ans.","Loi",12,8,800,13,7,20050713,200507,0,0
"827",2553,2006,8,"800","2006-1537","Loi relative au secteur de l'énergie","Le projet de loi poursuit deux objectifs principaux qui concernent la transposition des directives et l'adaptation de notre droit interne à l'échéance du 1er juillet 2007 ainsi que les moyens donnés à Gaz de France pour poursuivre son développement en Europe dans un marché du gaz de plus en plus concurrentiel.

Dans le cadre de la transposition, il assure d'abord la sécurité juridique du système tarifaire qui se trouverait dépourvu de base légale à compter du 1er juillet 2007 en l'absence de mesure législative. 

Par ailleurs, il renforce les obligations d'information précontractuelles et contractuelles des particuliers par les fournisseurs d'électricité et de gaz naturel.

Sont également transposées les dispositions relatives à la séparation juridique des gestionnaires de réseaux de distribution, afin de garantir la neutralité des gestionnaires de réseaux de distribution envers les fournisseurs. 

Enfin, le projet de loi institue, à l'instar de ce qui existe depuis 2004 dans le domaine de l'électricité, un tarif social pour le gaz en faveur des ménages les plus démunis.","Loi",12,8,800,7,12,20061207,200612,0,0
