text,annotation
"Forslag til lov om ændring af færdselsloven. (Implementering af dele af tredje kørekortdirektiv, ændring af gyldighedstiden for kørekort).",15
lov om ændring i lov om folkepension,13
Lov om rentetilskud for lån til erhvervsfiskere,15
"Lov om ændring af lov nr. 311 af 4. juli 1942 om folkehøjskoler og landbrugsskoler, som ændret ved lov nr. 323 af 14. juni 1946, lov nr. 190 af 15. marts 1947 samt lov nr. 206 af 12. april 1949.",14
Forslag til lov om afgift af elektricitet,15
Lov om sygehusvæsenets deltagelse i uddannelse indenfor kliniske fag ved det lægevidenskabelige studium mv.,6
Lov om nedlæggelse af banen fra Nyborg til Fåborg,15
Lov om ændring i lægeloven,6
Forslag til lov om godtgørelse og tilskud til befordring ved deltagelse i erhvervsrettet voksen- og efteruddannelse.,15
Forslag til lov om ændring af forskellige love på Miljøministeriets område m.v. (Undtagelse fra indførelse i Lovtidende af tekniske specifikationer m.v.).,17
"Lov om ændring af lov om godkendelse af handelsskoler, tekniske skoler samt maskinmester- og maskinistskoler og tilskud mv. til disse skoler",15
Forslag til lov om ændring af lov om ophavsretten til litterære og kunstneriske værker,23
Lov om ændring af lov om gymnasieskoler og studenterkursus (kursus og prøve i teoretisk og praktisk pædagogik).,16
Forslag til lov om statstilskud til renoverings- og bygningsarbejder og energibesparende materialer i helårsboliger.,15
"Forslag til lov om ændring af lov om Arbejdsmarkedets Tillægspension, arbejdsmarkedsfondsloven, ligningsloven, pensionsbeskatningsloven og personskatteloven. (Ændring af Den Særlige Pensionsopsparing m.v.).",5
Forslag til lov om ændring af lov om kommunal udligning og generelle tilskud til kommuner. (Justering af udligningssystemet og visse tilskudsordninger).,14
"Forslag til lov om ændring af lov om erstatning for atomskader (nukleare skader). (Ubegrænset ansvar for anlægsindehaveren, skadebegreb, forældelse m.v.).",19
Forslag til lov om støtte til miljøforbedrende investeringer i landbruget.,4
Lov om en særlig ydelse til alder- og invaliderentemodtagere m.fl.,13
Forslag til lov om ændring af lov om kuldioxidafgift af visse energiprodukter og lov om statstilskud til dækning af udgifter til kuldioxidafgift i visse virksomheder med et stort energiforbrug.,17
Forslag til lov om ændring af lov om frikommuner.,14
Lov om ændring af lov om pension og hjælp til enker  mfl (forhøjelse af grundbeløb),13
forslag til lov om ophævelse af § 23 i lov nr. 209 af 7. Juni 1958 om nautiske eksaminer m.m.,17
Om ændring af lov om Lønmodtagernes Garantifond,13
Forslag til lov om indgåelse af dobbeltbeskatningsoverenskomst med Polen.,18
Forslag til militær straffelov,16
Lov om ændring af lov om statsanstalten for livsforsikring,13
Forslag til lov om kliniske diætister,6
Forslag til lov for Grønland om administration af Det europæiske økonomiske Fællesskabs forordninger om etablering af en fælles politik for fiskerisektoren,19
Forslag til lov om ændring i lov om uretmæssig konkurrence og varebetegnelse,15
Lov om ændring af lov om restaurations- og hotelvirksomhed m.v,15
forslag til lov om ændring af lov om registreringsafgift af motorkøretøjer m.v.,15
Lov om udlægning af åndssvageforsorgen og den øvrige særforsorg m.v.,23
forslag til lov om kvalifikationsnævn,13
"Lov om ændring i lov om  afgift af parfumer, toiletmidler m.v.",15
"Forslag til lov om ændring af lov om udstationering af lønmodtagere m.v., lov om Arbejdsretten og faglige voldgiftsretter og lov om Arbejdsmarkedets Tillægspension. (Implementering af håndhævelsesdirektivet).",5
Lov om forbrugerklagenævnet,13
Lov om arbejdsskadeforsikring,5
"Forslag til lov om ændring af integrationsloven og udlændingeloven (Lovens formål, udmelding af landstal, visitering, introduktionsprogrammet, tilbud, rådighedsforpligtelse, finansiering m.v. og tidligere tidsubegrænset opholdstilladelse til velintegrerede udlændinge m.v.).",19
forslag til lov om godkendelse af visse forskningsaktiviteter,17
"Om ændring af forskellige live (forenkling, harmonisering og objektivering af reglerne for inddrivelse af gæld til det offentlige m.v. samt mulighed for anvendelse af digitale lønsedler",10
Lov om regulering af fiskeriet,14
forslag til lov om ændring af lov om musik,13
Lov om ændring af lov om by- og landzoner,14
Lov om ændring af lov om rettens pleje i Grønland,19
lov om boligsparekontrakter,14
Om ændring af lov om fuldbyrdelse af straf m.v. (udvidelse af ordningen vedrørende fuldbyrdelse af straf på bopælen under intensiv overvågning og kontrol samt fratagelse af mulighed for udgang ved udeblivelse fra afsoning),12
Om ændring af skattekontrolloven (afskaffelse af kapitalforklaringen),15
Lov om tillægsbevilling for finansåret fra 1. april 1963 til 31. marts 1964,20
Lov om kvalitetskontrol med fisk og fiskevarer,17
Forslag til lov om billedkunst og kunstnerisk formgivning.,23
Forslag til lov om ændring af ligningsloven og kildeskatteloven (den skattemæssige behandling af lønmodtageres bidrag til arbejdsmarkedsuddannelsesfonden).,15
forslag til lov om afvikling af christiania,20
Lov om ændring af lov om  beskatningen af pensionsordninger m.v,13
"forslag til lov om ændring af lov om visse selskabers aflæggelse af årsregnskan m.v., lov om aktieselskaber, lov om anpartsselskaber, lov om erhversdrivende fonde og lov om forsikringsvirksomhed",15
Lov for Grønland om ændring af dyretidsregulering,19
Lov om ændring af lov om afgift af benzin,15
Forslag til lov om ændring af lov om dagpenge ved sygdom eller fødsel.,13
Forslag til lov om leje og lov om midlertidig regulering af boligforholdene.,14
Forslag til lov om ændring af lov om lodsvæsenet,20
Forslag til lov om ændring af lov om priser og avancer (taget tilbage),10
Lov om fyrværkeri,16
forslag til lov om ændring af lov om folkeskolen,6
Forslag til lov om ændring af lov om udnyttelse af vedvarende energikilder m.v. (Ændring af afregningspris for vindkraftanlæg m.m.).,17
Lov om ændring af lov om revalidering (ændret klageadgang),13
Lov om optagelse af statslån i udlandet,19
Forslag til lov om ophævelse af lov om forbrugsbegrænsende foranstaltninger. ( Ophævelse af grammofonpladeafgiften),20
Forslag til lov om ændring af forskellige lovbestemmelser om umyndighed m.v.. ( Ændringer som følge af værgemålsloven),20
Forslag til lov om ændring af lov om almene boliger m.v. (Fremrykket underretning om boligsocialt anviste lejere).,14
Forslag til lov om ændring af fusionsskatteloven og andre skattelove. (Konsekvensændringer som følge af lov nr. 333 af 16. maj 2000 om ændring af realkreditloven).,15
Forslag til lov om ændring af lov om arbejdsløshedsforsikring m.v. og lov om Arbejdsmarkedets Tillægspension. (Ændring af bopælskravet i efterlønsordningen m.v.).,5
Forslag til lov om ændring af lov om tilbageholdelse af stofmisbrugere i behandling. ( Forlængelse af ordning med mulighed for at tilbageholde stofmisbrugere i behandling),13
Lov om ændring i lov om folketinges ombudsmand.,19
Forslag til lov om ændring af lov om afgift af elektricitet (aftiftsfritagelse for elektricitet fremstillet ved vindkraft eller vandkraft),15
"Forslag til lov om ændring af lov om afgift af affald og råstoffer, lov om afgift af stenkul, brunkul og koks m.v. og forskellige andre love og om ophævelse af lov om tilskud til elproduktion. (Omlægning af affaldsforbrændingsafgiften).",14
Forslag til lov om Den Internationale Straffedomstol.,19
Lov om ændring af lov om pengeinstitutternes rentemarginal,10
Forslag til lov om erhvervsdrivende virksomheder.,15
Forslag til lov om ophævelse af lov om projektering af udretning af jernbanestrækningen fra Eriknauer til Horsens og fra Horsens til Skanderborg,15
Forslag til lov om ændring af lov om maritime uddannelser og lov om vurdering af udenlandske uddannelseskvalifikationer m.v. (Harmonisering af visse regler for de maritime uddannelser).,17
Forslag til lov om billedkunst.,23
Forslag til lov om ændring af lov om lægemidler og lov om apoteksvirksomhed. (Differentierede og øgede afgifter ved forhandling af lægemidler til produktionsdyr til finansiering af initiativer til styrkelse af fødevaresikkerhed og dyrevelfærd).,15
Forslag til lov om statstilskud til forskning og teknologisk udvikling på energiområdet.,18
Forslag til lov om midlertidig udskydelse af betalingsfristerne for indeholdt A-skat og arbejdsmarkedsbidrag samt moms.,15
Forslag til lov om ændring af lov om social bistand,13
Forslag til lov om ændring af pensionsbeskatningsloven og selskabsskatteloven. (Adgang til fusion mellem pensionskasser m.v. og forsikringsselskaber m.v.).,13
Lov om ændring af lov om patenter.,17
Forslag til lov om forbud mod omskæring af kvinder,9
Forslag til lov om ændring af lov om tobaksudgifter.,15
forslag til lov om afholdelse af folkeafstemning om forslag til lov om danmarks tiltrædelse af edinburgh-afgørelsen og maarstricht-traktaten,19
Lov om ændring af lov om tilsyn til pensionskasser.,13
lov om statsautoriserede revisorer,10
Om Bruxelles I-forordningen m.v.,19
Lov om forhøjelse af tillægsafgiften på benzin,15
forslag til Lov om ændring i lov om mægling i arbejdsstridigheder,15
lov om leje.,14
Forslag til ændring af forskellige skattelove og konkurslove.,15
"Forslag til lov om ændring af personskatteloven, ligningsloven og forskellige andre love. (Midlertidig udligningsskat på store pensionsudbetalinger, afskaffelse af særligt ægtefællefradrag m.v.).",13
Lov om ændring af lov om foranstaltninger mod forstyrrelse af radiomodtagning,17
"Forslag til lov om ændring af lov om finansiel virksomhed og forskellige andre love. (Direktionens og bestyrelsesmedlemmers egnethed og hæderlighed, gennemførelse af direktiv om ligebehandling, m.v.).",20
Lov om ændring af lov om statstilskud m.v. til zoologiske haver,17
Forslag til lov om fornyelse af kollektive overenskomster mellem medllemmerne af Bilfærgernes Rederiforening og A/S Dampskibselskabet Ærø på den ene side og Sømændenees Forbund i Danmark på den anden,15
forslag til lov om ændring af lov om statsstøtte til visse private skoler,13
Forslag til lov om ændring af lov om forbud mod forskelsbehandling på arbejdsmarkedet m.v. (Aldersdiskrimination).,15
Forslag til lov om ændring af lov om folkeskolen,6
Forslag til lov om ændring af lov om indhentning af tilbud på visse offentlige og offentligt støttede kontrakter og lov om kommuners udførelse af opgaver for andre offentlige myndigheder og kommuners og regioners deltagelse i selskaber. (Lempelse af annon,15
"Lov om ændring af lov om boligbyggeri (boliger for ældre, sociale institutioner mv.)",14
"Forslag til lov om ændring af lov om social pension og lov om højeste, mellemste, forhøjet almindelig og almindelig førtidspension m.v. (Øget bundfradrag for folkepensionister, reduceret beskæftigelseskrav ved opsat pension og sikkerhed for ret til førtid",13
Lov om ændring af lov om landbrugsejendomme,4
Lov om midlertidige bestemmelser vedr påligningen af indkomst- og formueskat til staten mm.,15
"Om ændring af lov om bygnings- og boligregistrering. Retsafgiftsloven og tinglysningsloven (etablering af landsdækkende bygnings- og boligregister, forbedring af datakvaliteten i bygnings- og boligregisteret og forbedret adgang til oplysninger i tingbogen m.v.)",14
Forslag til lov om ændring af skattestyrelsesloven og andre love. (Justering af ansættelsesfrister m.v. og fælleskommunal administration).,10
Lov om ændring i lov om afgift af forlystelser,19
Lov om nordisk samarbejde,19
forslag til lov om ændring af lov om administration af det europæiske økonomiske fællesskabs forordninger om markedsordninger for landbrugsvarer m.v.,15
Lov om ændring af forskellige sociale love (ændringer som følge af nye regler om social pension),13
lov om ændring af vandløbsloven,17
"Lov om ændring af lov om børnetilskud og andre familieydelser og om ændring af lov om påligningen af indkomst og formueskat til staten (ændring af børnetilskud og pristalsregulering, indførelse af en",13
lov om hjemmemarkedspriser for mælk og mejeriprodukter.,15
"Forslag til lov om ændring af lov om retsafgifter, tinglysningsafgiftsloven og lov om tinglysning. (Afgiftsfri opslag i og udskrift af akter fra det digitale tinglysningssystem, ændring af den faste del af tinglysningsafgiften og visse udvidelser af regle",20
Lov om ændring af lov om retsafgifter,12
Lov om ændring af lov om tipning,10
Forslag til lov om ændring af straffeloven. (Gennemførelse af Europarådets konvention til forebyggelse og bekæmpelse af vold mod kvinder og vold i hjemmet).,19
lov om ændringer i vejlove som følge af ændringer i den kommunale styrelseslovgivning m.v.,10
Forslag til lov om ændring af lov om udendørs hold af svin. (Ændring af revisionsbestemmelse).,14
"Forslag til lov om ændring af lov om apoteksvirksomhed og lov om tinglysning. (Friere adgang til oprettelse m.v. af apoteksfilialer, veterinærafdelinger og apoteksudsalg, ændret procedure for Sundhedsstyrelsens meddelelse af apotekerbevilling og bidrag ved ansættelse af sygehusapotekere, ophævelse af apotekeres adgang til statsgaranti ved lånoptagelse m.v.).",15
Forslag til lov om ændring af lov om kommunal udligning og generelle tilskud til kommuner. (Justering af beskæftigelsestilskuddet).,15
lov om ændring i lov om forsikring mod følger af ulykkestilfælde.,12
Lov om udskrivning af indkomst- og formueskatten til staten for skatteåret 1965-66,15
forslag til lov om taxikørsel,15
Forslag til lov om ændring af lov om arbejdsmiljø,5
Lov om ændring af lov om ændring af gebyrerne for kongelige bevillinger m.v.,12
forslag til lov om ændring af ophavsretsloven,13
Lov om ændring i lov om  statens tjenestemænd i grønland,19
Forslag til lov om ændring af lov omleje (udvidet adgang til etablering af beboerrepræsentation mv.).,13
Forslag til lov om ændring af kildeskatteloven (skattetræk ved manglende skattekort).,15
Forslag til lov om ændring af lov om midlertidig regulering af boligforholdene. (Benyttelse af helårsboliger til fritidsformål).,14
lov om afsætning af frisk dansk frugt og danske gartneriprodukter,15
Lov om ændring af lov om fremme af udbyttedeling og oprettelse af sociale fonds,13
"Forslag til lov om ændring af ligningsloven, pensionsbeskatningsloven og skattekontrolloven. (Skattefrihed for uddannelsesydelser betalt af arbejdsgivere m.v., ændret beskatning af fratrædelsesgodtgør",15
Lov om ændring af lov om retten til fotografiske billeder,23
lov om forsøg med en ny toldbehandlingsprocedure,10
Lov om ændring af lov om midlertidig offentlig støtte til almennyttigt boligbyggeri,14
Forslag til lov om ændring af lov om inddrivelse af gæld til det offentlige. (Udskydelse af forældelse som følge af utilstrækkelig funktionalitet i Et Fælles Inddrivelsessystem).,10
"Forslag til lov om ændring af lov om en aktiv arbejdsmarkedspolitik og lov om Arbejdsmarkedets Tillægspension. (Arbejdspraktik, aktivering af 58-59-årige, puljejob og jobtræning, forsøg med rammerne f",15
Forslag til lov om integration af udlændinge i Danmark (integrationslov).,9
Forslag til lov om daghøjskoler for voksne.,13
forslag til lov om ændring af lov om udstykning og sammenlægning m.m. af faste ejendomme,14
forslag til lov om ændring af lov om universiteter m.fl.,13
Forslag til lov om ændring af lov om social pension. (Udvidelse af modtagerkredsen for den supplerende pensionsydelse).,13
forslag til lov om tilskud til afvikling af studiegæld og om eftergivelse af studiegæld,13
Forslag til lov om ændring af lov om sygehusvæsenet.,6
forslag til lov om iværksættelse af offentlige arbejder mv og beskæftigelse af arbejdsløse.,15
Forslag til lov om ændringer i lov om hemmelige patenter,17
Forslag til lov om skattenedslag for seniorer.,13
Om ændring af lov om friskoler og private grundskoler,14
Forslag til lov om ændring af lov om svagerskabsafbrydelse.,19
Lov om erhvervsregistret,15
Forslag til lov om ændring af lov om afgift ved overdragelse af aktier mv. (aktieafgiftsloven) og lov om kapitaloverførselsafgift (nedsættelse af afgiftssatser).,15
Forslag til lov om Dansk Klasselotteri A/S.,15
Forslag til lov om børnetilskud og moderskabsydelse.,13
"Forslag til lov om ændring af lov om en aktiv beskæftigelsesindsats, lov om aktiv socialpolitik og lov om fleksydelse. (Beregning af fleksløntilskud, fortsat tilmelding til fleksydelsesordningen m.v.).",15
Lov om ændring af lov om arbejdsformidling og arbejdsløshedsforsikring m.v. (arbejdstilbud til langtidsledinge),5
"Forslag til lov om ophævelse af lov om afgift af parfumer, toiletmidler mv. samt om ændring af lov om afgift af mineralvand mv. og lov om afgift af øl.",15
"Lov om ændring af lov om godkendelse af handelsskkoler, tekniske skoler smat maskinmester- og maskinistskoler og tilskud m.v. til disse skoler",15
"Lov om kursusvirksomhed m.v. ved seminarier, der uddanner lærere til folkeskolen",13
forslag til lov om ændring af lov om særlig indkomstskat (engangsindtægter for kunstnere m.fl.),15
Lov om ændring af lov om hjemmeværnet,17
Forslag til lov om ændring af udlændingeloven og lov om midlertidig opholdstilladelse til visse personer fra det tidligere Jugoslavien.,9
Forslag til lov om ændring af lov om individuel boligstøtte. (Udbetaling af boligstøtte til nye støttemodtagere i private andelsboliger m.v. som lån).,14
Forslag til lov om ændring af lov om ejerlejligheder,14
lov om uddannelse af børnehave- og fritidspædagoger,13
Lov om ændring af lov om menighedsråd,10
Forslag til lov om ændring i folkeforsikringsloven (vedr en appelinstans for invalideforsirkingsretten).,19
Forslag til lov om ændring af forskellige skatte- og afgiftslove. (Ændret klagestruktur m.v.).,15
Lov om indfødsrets meddelelse m.v.,9
Forslag til lov om ændring af lov om begravelse og ligbrænding og lov om folkekirkens økonomi. (Samarbejde om krematoriedrift m.v.).,19
Forslag til lov om sundhedsvæsenet på Færøerne.,6
Forslag til lov om indfødsrets meddelelse.,19
Forslag til lov om ændring af lov om Ørestaden.,10
Om ændring af straffeloven,12
"Forslag til lov om kunstig befrugtning i forbindelse med lægelig behandling, diagnostik og forskning m.v.",17
Forslag til lov om ændring af lov om planlægning og lov om Hovedstadens Udviklingsråd. (Ændring af reglerne om landzoneadministrationen og reglerne om planlægning til butiksformål).,14
Lov om erhvervstælling i året 1958.,15
Lov om ændring af lov for Grønland om indførelsesafgifter m.v.,19
Forslag til lov om ophævelse af lov om Arbejdsmakredets Tillægspension,5
lov om foranstaltninger til støtte for bekæmpelse af kvægtuberkulose og smitsom kalvekastning.mv.,13
Lov om tillæg til normeringslov for finansåret 1964-65,10
Lov om begrænsning af løn under sygdom,13
Lov om dybfrosne levnedsmidler m.v.,15
Forslag til lov om midlertidig nedsættelse af straffen for overtrædelse af skatte- og afgiftslovgivningen vedrørende midler på udenlandske konti m.v.,16
Lov om ændring af lov om tilskud til strukturforanstaltninger inden for konsumfiskeindustrien,15
Forslag til lov om ændring af lov om statens voksenuddannelsesstøtte (SVU). (Bortfald af SVU til fagspecifikke kurser).,13
"Forslag til lov om ændring af lov om Det Centrale Personregister. (Indførelse af ret til at få indsat en markering i CPR om, at borgeren ønsker at advare mod kreditgivning i vedkommendes navn).",15
Lov om ændring af lov om beskyttelse af forælderrettigheder for planter,17
Lov om ændring af lov om pension til enker m.fl,13
"Forslag til lov om ændring af kursgevinstloven, skattekontrolloven og skattestyrelsesloven. (Hensættelser i penge- og realkreditinstitutter m.fl.).",15
forslag til lov om ændring af lov om fondsbeskatningsloven (lempelse af selvangivelsespligt),15
Forslag til lov om ændring af ligningsloven. ( Forhøjelse af standardfradraget for ejerboliger),15
Forslag til lov om ophævelse af lov om arbejdsretten og af lov om mægling i arbejdsstridigheder,5
Lov om ændringer i lov om oprettelse af et kreditinstitut for fiskerierhvervet.,15
Lov om ændring af forskellige lovbestemmelser vedrørende ligebehandling af mænd og kvinder med hensyn til beskæftigelse m.v.,12
Lov om ekspropriationer under ministeriet for offentlige arbejder,15
Lov om ændring af myndighedsloven (forældremyndighed over børn uden for ægteskab),19
Forslag til lov om ændring af lov om social pension og lov om aktiv socialpolitik. (Genindførelse af efterlevelsespension m.v.).,13
Forslag til lov omlån til betaling af ejendomsskatter for visse erhvervsvirksomheder,15
Om ændring af straffeloven,12
Forslag til lov om ændring af lov om afgift af elektricitet. (Ophævelse af elsparebidrag).,15
Lov om ændring af udskrivningssloven mv.,10
Lov om ændring af lov om indskud på etableringskonto.,15
Lov om ændring i lov om  avancestop,15
Forslag til lov om medarbejderinvesteringsselskaber.,15
"Forslag til lov om ændring af lov om dagpenge ved sygdom eller fødsel (lempelse af reglerne om genoptagelse af arbejdet, herunder deltagelse i fagpolitisk arbejde mv.).",10
lov for færøerne om folkepension.,13
Forslag til lov om ændring af patentloven og forskellige andre love. (Gebyrer for Patent- og Varemærkestyrelsens sagsbehandling m.v.).,17
Lov om ændring af lukkeloven,19
forslag til lov om statstilskud til omstilling af elopvarmede bygninger,15
Forslag til lov om ændring af lov om realrenteafgift af visse pensionskapitaler mv.,20
forslag til lov om sammenlægning af kredit- og hypotekforeninger,15
Lov om statens overtagelse af den selvejende institution Erhvervsarkivet,15
Forslag til lov om ansættelsesklausuler.,13
Lov om oprettelse af en statsskole i Ålborg.,6
Lov om en undersøgelse af visse forhold vedrørende post- og telegrafvæsenet,15
Forslag til lov om indfødsrets meddelelse.,19
Lov om indfødsrets meddelelse,9
Lov om ændring af toldloven,14
Forslag til lov om ændring af lov om trafikselskaber og lov om jernbane. (Takstkompetence og regler om kundgørelse m.v.).,15
Lov om kontrol med overholdelsen af de europæiske fællesskabers forordninger om arbejderbeskyttelse inden for landevejstransport,5
Om ændring af lov om valg til Folketinget,19
Lov om ændring af møntloven,16
forslag til lov om ændring af lov om midlertidig regulering af boligforholdene (binding af alle vedligeholdelses- og fornyelsesmidler for udlejningsejendomme i grundejernes investeringsfond),14
"Forslag til lov om orlov til lønmodtagere, der passer nærtstående med handicap eller alvorlig sygdom.",13
Lov om ændring i lov om pension og hjælp til enker m.fl. ( Om pensionstillæg),13
"Lov om ændring af lov om slagtning, forhandling, udførsel og indførsel af kaniner  (Ændringer med henblik på Danmarks tilslutning til de europæiske fællesskaber)",14
Forslag til lov om ændring af lov om social service. (Ledsagelse til børn og unge mellem 12 og 15 år med nedsat funktionsevne).,13
lov om ændring af arveloven,14
"Forslag til lov om ændring af lov om forsikringsvirksomhed, lov om Arbejdsmarkedets Tillægspension, lov om Lønmodtagernes Dyrtidsfond, lov om sikring mod følger af arbejdsskade og lov om forsikringsmæ",15
Forslag til lov om ændring af lov om fuldbyrdelse af visse strafferetlige afgørelser i Den Europæiske Union og lov om udlevering af lovovertrædere. (Gennemførelse af rammeafgørelsen om gensidig anerkendelse af og tilsyn med afgørelser om pligter og påbud ,19
Forslag til lov om ændring af færdselsloven (promillegrænsen).,12
lov om statsstøtte til visse private seminarer,15
"Forslag til lov om ændring af etableringsloven og investeringsfondsloven (ophævelse af arbejdskravet på Bornholm for indkomstårene i 1993 og 1994 mv),",20
Forslag til lov om adgang til udøvelse af visse erhverv i Danmark.,15
Forslag til lov om forbud mod visse offentligt ejede eller koncessionerede virksomheders medlemskab af private arbejdsgiverorganisationer.,15
Lov om ændring af lov om social bistand,13
Forslag til lov om ændring af lov om folkepension (bortfald af børnetillæg),13
Lov om nedsættelse af beskatningen af frugtvin,15
"Forslag til lov om ændring af retsplejeloven og forskellige andre love. (Revision af reglerne om behandling af civile sager og syn og skøn, forhøjelse af beløbsgrænse for anke, indførelse af deltidsordning for dommere m.v., medieannoncering af tvangsauktioner, tvangsfuldbyrdelse af digitale lånedokumenter, skriftlig behandling af anke i straffesager med samstemmende påstande m.v.).",2
forslag til lov om ændring af lov om folkekirkens økonomi og lov om folkekirkens kirkebygninger og kirkegårde,13
Forslag til lov om Statens Uddannelsesstøtte.,13
Lov om ændring i lov om udøvelse af lægegerning.,17
Om videresalg af billetter til kultur- og idrætsarrangementer,23
Forslag til lov om ændring af lov om svangerskabsafbrydelse. (Nedsættelse af aldersgrænsen for abort til 15 år uden samtykke fra forældremyndighedens indehaver).,23
Lov om personnavne,19
Lov om ændring af lov om gymnasieskoler,6
Forslag til lov om ændring af tinglysningsloven og retsafgiftsloven Eeb i tinglysningen og regisrering af visse rettigheder i biler mv.).,12
"Forslag til lov om ændring af lov om miljøbeskyttelse og lov om planlægning. (Bemyndigelse til at fastsætte regler om anmeldelse, om vilkår for etablering og drift og om sagsbehandling).",17
"Forslag til lov om ændring af udlændingeloven, lov om midlertidig opholdstilladelse til visse personer fra det tidligere Jugoslavien m.v. og lov om social bistand ( Midlertidig opholdstillladelse for",19
Forslag til lov om ændring af færdselsloven (Ønskenummerplader),15
forslag til lov om ændring af lov om tilskud til produktudvikling af jordbrugs- og fiskeriprodukter,14
Forslag til lov om tidsbegrænset ansættelse.,15
Lov om afgift for sukker,15
"Lov om ændring af borgerlig straffelov, aftaleloven mv. (bekæmpelse af skadelig økonomisk virksomhed mv.)",12
lov om statstilskud til københans kommunale skolevæsen.,14
"Forslag til lov om ændring af SU-loven, lov om specialpædagogisk støtte ved videregående uddannelser og lov om befordringsrabat til studerende ved videregående uddannelser. (Forenkling af udlandsstipendieordningen, udlandsstudielån, ophævelse af bestemmel",16
Forslag til lov om sygdomme og infektioner hos dyr.,3
"forslag til lov om ændring af lov om aktieselskaber, lov om anpartselskaber og lov om visse selskabers aflæggelse af årsregnskab m.v.",15
"Forslag til lov om ændring af lov om afgift af øl, lov om afgift af vin og frugtvin mm. og lov om afgift af mineralvand.",15
Om ændring af lov om klage- og erstatninsadgang inden for sundhedsvæsenet,13
forslag til lov om ændring af lov om kommuneplanlægning,10
Lov om ændring i lov om folkepension,13
Forslag til lov om ændring af dagtilbudsloven. (Udvidet obligatorisk dagtilbud og krav om dansk og fokus på demokrati i privat pasning).,13
lov om tillægsbevilling for finansåret 1. april 1965-31. marts 1966,20
Lov om kliniske tandteknikere,6
Lov om ændring i lov om afsætning af danske landbrugsvarer m.m.,4
Lov om oprettelse af statslån i udlandet,19
Forslag til lov om udsættelse af af 16. almindelige ejendomsvurdering,14
Forslag til lov om lægemidler,13
Forslag til lov om ændring af lov om registreringsafgift af motorkøretøjer mv.,15
Forslag til lov om ændring af lov om en børnefamilieydelse. (Regulering efter forbrugerprisindeks).,14
Forslag til lov om Danmarks lærerhøjskole,13
forslag til lov om ændring af toldloven,20
forslag til lov om ændring af lov om arbejdsskadeforsikring,5
Forslag til lov om frikommuner.,14
Forslag til lov om ændring af lov om universiteternes styrelse,20
Forslag til lov om anlæg af Frederikssundmotorvejen mellem Motorring 4 og Frederikssund.,15
Forslag til lov om ændring af lov om særlig indkomstskat m.v.,15
Forslag til lov om ændring af lov om kommunale valg. (,10
Forslag til lov om ændring af lov om et forbyggelsespolitisk råd og et tobaksskaderåd,22
Lov om indfødsrets meddelelse,9
Forslag til lov om tilskud til Færøernes hjemmestyre for 2003-06.,19
Forslag til lov om ændring af lov om opkrævning og inddrivelse af visse fordringer og forskellige andre love. (Et fælles inddrivelsessystem m.v.),20
Lov om ændring af lov om folketingets ombudsmand,19
Forslag om lov om ændring i lov om radiospredning,17
forslag til lov om ændring af lov om statens uddannelsesstøtte,13
"Lov om ændring af forskellige love om forbrugsafgifter. (Forhøjelse af afgiften af cigaretter, cigaretpapir, fintskåret røgtobak, spiritus, vin, øl og kaffe samt afgift af te)",15
Lov om ændring af lov om anpartsselskaber.,20
Lov om ændring af lov om administration af det europæiske økonomiske Fællesskabs forordninger om markedsordninger for landbrugsvarer mv.,15
Forslag til lov om ændring af museumsloven. (Udvikling af museumsområdet m.v.).,13
Forslag til lov om ændring af lov om ændring af lov om betaling for visse uddannelsesaktiviteter i forbindelse med lov om en aktiv beskæftigelsesindsats m.m. (Ophævelse af revisionsklausul).,20
"Forslag til lov om ændring af beredskabsloven, lov om orlov og lov om ferie. (Udvidet beslutningskompetence til fælles beredskabskommissioner, gebyr for udrykning til visse alarmer, antagelse af kvind",20
Lov om ændring af lov om tilskud til den landøkonomiske konsulentvirksomhed,15
Forslag til lov om tillægsbevilling for finansåret 2000.,15
Forslag til lov om ændring af lærerlønningsloven og lov om statstilskud til københavns kommunale skolevæsen.,13
"Forslag til lov om ændring af lov om almene boliger samt støttede private andelsboliger m.v., byggeloven og lov om etablering og fælles udnyttelse af master til radiokommunikationsformål m.v. (Udvidelse af bygherrekredsen til alment byggeri og klagebehandling).",14
Lov om offentlig skolebespisning,6
Forslag til lov om ændring af lov om børnetilskud og forskudsvis udbetaling af børnebidrag.,13
Forslag til finanslov for finansåret 1995.,1
Forslag til lov om ændring af lov om vægtafgift af motorkøretøjer m.v. og lov om afgift efter brændstofforbrug af visse personbiler.,15
Forslag til lov om ændring af ligningsloven og personskatteloven (fradragsret for udgifter til forretningsplan).,15
"Lov om ændring i lov om  pensionering af civile funktionærer, håndværkere og arbejdere ved hæren og søværnet m.v.",13
Forslag til lov om ændring af lov om dyreforsøg og lov om kloning og genmodificering af dyr m.v. (Gennemførelse af nyt dyreforsøgsdirektiv m.v.).,17
Forslag til lov om Udbetaling Danmark.,20
Forslag til lov om ændring af lov om tatalisatorspil og om ophævelse af lov om landsspil i forbindelse med hestevæddeløb (V6).,17
"Forslag til lov om ændring af lov om lejeregulering i erhvervslokaler mv., lov om om leje og lov om retsafgift (erhvervslejemål).",15
