id,legislature,year,month,description,type_of_law,majortopic,subtopic
1158,6,1997,12,"Ley 56/1997, de 16 de diciembre, por la que se autoriza la participación del Reino de España en el undécimo aumento de recursos de la Asociación Internacional de Fomento.",Ordinary law,19,1906
1159,6,1997,12,"Ley 57/1997, de 19 de diciembre, sobre concesión de dos créditos extraordinarios, por importe total de 120.277.891 pesetas, para el pago de indemnizaciones no concretadas durante la instrucción del proceso por el incendio de la discoteca de la calle Alcalá, 20, según auto de la Audiencia Provincial de Madrid de 3 de marzo de 1997.",Ordinary law,15,1523
1160,6,1997,12,"Ley 58/1997, de 19 de diciembre, sobre concesión de un crédito extraordinario, por importe de 429.966.757 pesetas, para atender el déficit de explotación de los Ferrocarriles de Vía Estrecha (FEVE).",Ordinary law,10,1005
1161,6,1997,12,"Ley 59/1997, de 19 de diciembre, por la que se añade un párrafo tercero al artículo 67.1 del texto articulado de la Ley sobre Tráfico, Circulación de Vehículos a Motor y Seguridad Vial, aprobado por Real Decreto legislativo 339/1990, de 2 de marzo.",Ordinary law,10,1002
1162,6,1997,12,"Ley 60/1997, de 19 de diciembre, de modificación del Estatuto de los Trabajadores en materia de cobertura del Fondo de Garantía Salarial.",Ordinary law,5,599
1163,6,1997,12,"Ley 61/1997, de 19 de diciembre, de modificación de la Ley 36/1995, de 11 de diciembre, sobre la creación de un Fondo procedente de los bienes decomisados por tráfico de drogas y otros delitos relacionados.",Ordinary law,12,1203
1164,6,1997,12,"Ley 62/1997, de 26 de diciembre, de modificación de la Ley 27/1992, de 24 de noviembre, de Puertos del Estado y de la Marina Mercante.",Ordinary law,21,2104
1165,6,1997,12,"Ley 63/1997, de 26 de diciembre, de Medidas Urgentes para la Mejora del Mercado de Trabajo y el Fomento de la Contratación Indefinida.",Ordinary law,5,500
1166,6,1997,12,"Ley 64/1997, de 26 de diciembre, por la que se regulan incentivos en materia de Seguridad Social y de carácter fiscal para el fomento de la contratación indefinida y la estabilidad en el empleo.",Ordinary law,5,500
1167,6,1997,12,"Ley 65/1997, de 30 de diciembre, de Presupuestos Generales del Estado para 1998.",Ordinary law,1,105
1168,6,1997,12,"Ley 66/1997, de 30 de diciembre, de Medidas Fiscales, Administrativas y del Orden Social.",Ordinary law,1,107
1169,6,1997,12,"Real Decreto-Ley 22/1997, de 5 de diciembre, por el que se conceden créditos extraordinarios por importe total de 13.205.257.360 pesetas para atender compensaciones de tasas universitarias y otros gastos, del Ministerio de Educación y Cultura. ",Decree law,6,602
1170,6,1997,12,"Real Decreto-Ley 23/1997, de 5 de diciembre, por el que se autoriza la concesión de un anticipo de tesorería al Instituto Nacional de la Salud (Insalud) por importe de 40.000 millones de pesetas a cuenta de la financiación sanitaria de 1998, así como la distribución de la parte correspondiente entre las Comunidades Autónomas con gestión transferida. ",Decree law,3,301
1171,6,1997,12,"Real Decreto-Ley 25/1997, de 12 de diciembre, por el que se conceden créditos extraordinarios por importe total de 5.895.826.962 pesetas para atender comunicaciones postales y telegráficas y otros gastos del Ministero de Justicia. ",Decree law,12,1204
1172,6,1997,12,"Real Decreto-Ley 26/1997, de 12 de diciembre, por el que se conceden créditos extraordinarios por importe total de 2.878.325.603 pesetas para atender obligaciones derivadas de gastos corrientes en bienes y servicios e inversiones en hospitales militares y otros gastos del Ministerio de Defensa. ",Decree law,16,1611
1173,6,1997,12,"Real Decreto-Ley 27/1997, de 12 de diciembre, por el que se conceden créditos extraordinarios por importe total de 8.956.161.394 pesetas para atender obligaciones derivadas de gastos corrientes en bienes y servicios, inversiones y otros gastos del Ministerio del Interior. ",Decree law,12,1200
1174,6,1997,12,"Real Decreto-Ley 28/1997, de 12 de diciembre, por el que se conceden créditos extraordinarios por importe total de 11.509.761.347 pesetas para atender subvenciones a tipos de interés, en los préstamos concedidos con motivo de las sequías de los años 1994 y 1995, y otros gastos del Ministerio de Agricultura, Pesca y Alimentación. ",Decree law,4,402
1175,6,1998,2,"Ley 1/1998, de 26 de febrero, de Derechos y Garantías de los Contribuyentes.",Ordinary law,1,107
1176,6,1998,2,"Real Decreto-ley 1/1998, de 27 de febrero, sobre infraestructuras comunes en los edificios para el acceso a los servicios de telecomunicación. (BOE, núm. 51, de 28 de febrero de 1998). (PDF) (PDF) Convalidación ",Decree law,17,1706
1177,6,1998,3,"Ley 2/1998, de 3 de marzo, sobre el cambio de denominación de las provincias de La Coruña y Orense.",Ordinary law,20,2001
1178,6,1998,3,"Ley 3/1998, de 3 de marzo, por la que se crea el Consejo General de Colegios Oficiales de Podólogos.",Ordinary law,15,1599
1179,6,1998,3,"Ley 4/1998, de 3 de marzo, por la que se establece el régimen sancionador previsto en el Reglamento (CE) 3093/1994, del Consejo, de 15 de diciembre, relativo a las sustancias que agotan la capa de ozono.",Ordinary law,7,705
1180,6,1998,3,"Ley 5/1998, de 6 de marzo, de incorporación al Derecho español de la Directiva 96/9/CE, del Parlamento Europeo y del Consejo, de 11 de marzo de 1996, sobre la protección jurídica de las bases de datos.",Ordinary law,2,208
1181,6,1998,4,"Ley 10/1998, de 21 de abril, de Residuos.",Ordinary law,7,703
1182,6,1998,4,"Ley 11/1998, de 24 de abril, General de Telecomunicaciones.",Ordinary law,17,1706
1183,6,1998,4,"Ley 12/1998, de 28 de abril, por la que se modifica la Ley 13/1994, de 1 de junio, de Autonomía del Banco de España.",Ordinary law,1,104
1184,6,1998,4,"Ley 6/1998, de 13 de abril, sobre régimen del suelo y valoraciones.",Ordinary law,14,1400
1185,6,1998,4,"Ley 7/1998, de 13 de abril, sobre condiciones generales de la contratación.",Ordinary law,15,1500
1186,6,1998,4,"Ley 8/1998, de 14 de abril, de ampliación del concepto de familia numerosa.",Ordinary law,13,1308
1187,6,1998,4,"Ley 9/1998, de 21 de abril, por la que se modifica la Ley 37/1992, de 28 de diciembre, del Impuesto sobre el Valor Añadido.",Ordinary law,1,107
1188,6,1998,4,"Real Decreto-ley 2/1998, de 17 de abril, por el que se adoptan medidas urgentes para reparar los daños causados por las inundaciones y temporales acaecidos entre noviembre de 1997 y febrero de 1998. (BOE, núm. 93, de 18 de abril de 1998). (PDF) (PDF) Convalidación ",Decree law,15,1523
1189,6,1998,5,"Ley 13/1998, de 4 de mayo, de Ordenación del Mercado de Tabacos y Normativa Tributaria.",Ordinary law,1,107
1190,6,1998,5,"Real Decreto-ley 3/1998,de 8 de mayo, por el que se establecen las retribuciones de los Magistrados del Tribunal Supremo, en cumplimiento de lo dispuesto en el artículo 404 bis de la Ley Orgánica 6/1985, de 1 de julio, del Poder judicial, añadido por la Ley Orgánica 5/1997, de 4 de diciembre, y se aprueba el correspondiente suplemento de crédito por importe total de 609.680.793 pesetas para su financiación. (BOE, núm. 111, de 09 de mayo de 1998). (PDF) (PDF) Corrección de errores (PDF) Convalidación ",Decree law,12,1204
1191,6,1998,5,"Real Decreto-ley 4/1998, de 22 de mayo, por el que se concede a la Confederación Hidrográfica del Guadalquivir un crédito extraordinario de 4.500.000.000 de pesetas para financiar actuaciones derivadas de la rotura de la balsa de residuos de la mina de Azalcóllar, y se autoriza a dicho organismo autónomo a realizar operaciones de endeudamiento hasta el mismo importe. (BOE, núm. 123, de 23 de mayo de 1998). (PDF) (PDF) Convalidación ",Decree law,21,2104
1192,6,1998,5,"Real Decreto-ley 5/1998, de 29 de mayo, por el que se dictan reglas para el reconocimiento de la jubilación anticipada del sistema de la Seguridad social, en determinados casos especiales. (BOE, núm. 129, de 30 de mayo de 1998). (PDF) (PDF) Convalidación ",Decree law,5,503
1193,6,1998,6,"Ley Orgánica 1/1998, de 15 de junio, de reforma de la Ley Orgánica 4/1982, de 9 de junio, del Estatuto de Autonomía para la Región de Murcia.",Organic law,20,2001
1194,6,1998,6,"Ley Orgánica 2/1998, de 15 de junio, por la que se modifican el Código Penal y la Ley de Enjuiciamiento Criminal.",Organic law,12,1210
1195,6,1998,6,"Ley Orgánica 3/1998, de 15 de junio, de modificación de la Ley Orgánica del Régimen Electoral General.",Organic law,20,2012
1196,6,1998,6,"Ley 14/1998, de 1 de junio, por la que se establece el régimen de control para protección de los recursos pesqueros.",Ordinary law,4,408
1197,6,1998,6,"Ley 15/1998, de 15 de junio, por la que se autoriza la participación del Reino de España en la sexta reposición de recursos del Fondo Asiático de Desarrollo.",Ordinary law,19,1906
1198,6,1998,6,"Ley 16/1998, de 15 de junio, sobre concesión de un crédito extraordinario, por importe de 5.647.019.074 pesetas, para atender el déficit de explotación de las líneas de Ferrocarriles de Vía Estrecha (FEVE), producido en el ejercico 1995.",Ordinary law,10,1005
1199,6,1998,6,"Ley 17/1998, de 15 de junio, por la que se conceden créditos extraordinarios por importe total de 20.425.257.360 pesetas, para atender compensaciones de tasas universitarias y otros gastos del Ministerio de Educación y Cultura.",Ordinary law,6,601
1200,6,1998,6,"Ley 18/1998, de 15 de junio, de modificación parcial de la Ley 36/1994, de 23 de diciembre, relativa a la restitución de bienes culturales que hayan salido de forma ilegal del territorio de un Estado miembro de la Unión Europea.",Ordinary law,23,2300
1201,6,1998,6,"Ley 19/1998, de 15 de junio, por la que se aprueba la modificación del Convenio Económico entre el Estado y la Comunidad Foral de Navarra.",Ordinary law,1,107
1202,6,1998,6,"Real Decreto-ley 6/1998, de 5 de junio, por el que se transforma la Empresa Nacional de Transportes de viajeros por Carretera (ENATCAR) en una sociedad anónima. (BOE, núm. 135, de 06 de junio de 1998). (PDF) (PDF) Convalidación ",Decree law,20,2002
1203,6,1998,6,"Real Decreto-ley 7/1998, de 19 de junio, por el que se modifica la Ley 19/1994, de 6 de julio, de modificación del régimen económico y fiscal de Canarias. (BOE, núm. 147, de 20 de junio de 1998). (PDF) (PDF) Convalidación ",Decree law,1,107
1204,6,1998,7,"Ley Orgánica 4/1998, de 1 de julio, para la Cooperación con el Tribunal internacional para Ruanda.",Organic law,19,1925
1205,6,1998,7,"Ley Orgánica 5/1998, de 7 de julio, de reforma de la Ley Orgánica 3/1983, de 25 de febrero, de Estatuto de Autonomía de la Comunidad de Madrid.",Organic law,20,2001
1206,6,1998,7,"Ley Orgánica 6/1998, de 13 de julio, de reforma de la Ley Orgánica del Poder Judicial.",Organic law,12,1204
1207,6,1998,7,"Ley 20/1998, de 1 de julio, de Reforma del Régimen Jurídico y Fiscal de las Instituciones de Inversión Colectiva de Naturaleza Inmobiliaria y sobre Cesión de Determinados Derechos de Crédito de la Administración General del Estado.",Ordinary law,14,1401
1208,6,1998,7,"Ley 21/1998, de 1 de julio, por la que se crea el Consejo General de Colegios de Fisioterapeutas.",Ordinary law,15,1599
1209,6,1998,7,"Ley 22/1998, de 6 de julio, reguladora de la Objeción de Conciencia y de la Prestación Social Sustitutoria.",Ordinary law,16,1608
1210,6,1998,7,"Ley 23/1998, de 7 de julio, de Cooperación Internacional para el Desarrollo.",Ordinary law,19,1901
1211,6,1998,7,"Ley 24/1998, de 13 de julio, del Servicio Postal Universal y de Liberalización de los Servicios Postales.",Ordinary law,20,2003
1212,6,1998,7,"Ley 25/1998, de 13 de julio, de modificación del Régimen Legal de las Tasas Estatales y Locales y de Reordenación de las Prestaciones Patrimoniales de Carácter Público.",Ordinary law,1,107
1213,6,1998,7,"Ley 26/1998, de 13 de julio, por la que se modifica la Ley 38/1988, de 28 de diciembre, de Demarcación y de Planta Judicial.",Ordinary law,12,1204
1214,6,1998,7,"Ley 27/1998, de 13 de julio, sobre sanciones aplicables a las infracciones de las normas establecidas en el Reglamento (CE) número 2271/96, del Consejo, de 22 de noviembre, relativo a la protección frente a la aplicación extraterritorial de la legislación de un país tercero.",Ordinary law,19,1910
1215,6,1998,7,"Ley 28/1998, de 13 de julio, de Venta a Plazos de Bienes Muebles.",Ordinary law,15,1599
1216,6,1998,7,"Ley 29/1998, de 13 de julio, reguladora de la Jurisdicción Contencioso-Administrativa.",Ordinary law,12,1204
1217,6,1998,7,"Ley 30/1998, de 29 de julio, del Régimen Especial de las Illes Balears.",Ordinary law,1,107
1218,6,1998,7,"Real Decreto-ley 8/1998, de 31 de julio, de medidas urgentes en materia de propiedad industrial. (BOE, núm. 194, de 14 de agosto de 1999). (PDF) (PDF) Convalidación ",Decree law,1,108
1219,6,1998,8,"Real Decreto-ley 10/1998, de 28 de agosto, por el que se conceden créditos extraordinarios por importe de 4.282.495.737 pesetas, a fin de proceder a la regularización presupuestaria de los gastos realizados entre los años 1986 a 1996 por las representaciones diplomáticas y consulares. (BOE, núm. 207, de 29 de agosto de 1998). (PDF) (PDF) Convalidación ",Decree law,19,1929
1220,6,1998,8,"Real Decreto-ley 9/1998, de 28 de agosto, por el que se aprueban y declaran de interés general determinadas obras hidráulicas. (BOE, núm. 207, de 29 de agosto de 1998). (PDF) (PDF) Convalidación ",Decree law,21,2104
1221,6,1998,9,"Real Decreto-ley 11/1998, de 4 de septiembre, por el que se regulan las bonificaciones de cuotas a la Seguridad Social de los contratos de interinidad que se celebren con personas desempleadas para sustituir a trabajadores durante los períodos de descanso por maternidad, adopción y acogimiento. (BOE, núm. 213, de 05 de septiembre de 1998). (PDF) (PDF) Convalidación ",Decree law,13,1308
1222,6,1998,9,"Real Decreto-ley 12/1998, de 18 de septiembre, por el que se conceden créditos extraordinarios y suplementos de crédito por importe total de 133.161.032.673 pesetas, para atender obligaciones derivadas de gastos de inversión del Ministerio de Fomento. (BOE, núm. 225, de 19 de septiembre de 1998). (PDF) (PDF) Convalidación ",Decree law,20,2099
1223,6,1998,9,"Real Decreto-ley 13/1998, de 18 de septiembre, por el que se conceden créditos extraordinarios y suplementos de crédito por importe total de 31.885.000.000 pesetas para atender obligaciones derivadas de gastos de inversión del Ministerio de Medio Ambiente. (BOE, núm. 225, de 19 de septiembre de 1998). (PDF) (PDF) Convalidación ",Decree law,7,799
1224,6,1998,10,"Ley Orgánica 7/1998, de 5 de octubre, de modificación de la Ley Orgánica 10/1995, de 23 de noviembre, del Código Penal, por la que se suprimen las penas de prisión y multa para los supuestos de no cumplimiento del servicio militar obligatorio y prestación social sustitutoria y se rebajan las penas de inhabilitación para dichos supuestos.",Organic law,16,1608
1225,6,1998,10,"Ley 31/1998, de 5 de octubre, sobre concesión de un crédito extraordinario por importe de 14.500.000.000 de pesetas para la adquisición de los edificios sitos en la Carrera de San Jerónimo, números 36 y 40, con destino al Congreso de los Diputados.",Ordinary law,20,2011
1226,6,1998,10,"Ley 32/1998, de 5 de octubre, sobre concesión de un crédito extraordinario, por importe de 2.157.470.490 pesetas, para el pago de indemnizaciones derivadas de sentencias del Tribunal Supremo y de la Audiencia Nacional, y de otras resoluciones, a titulares de las oficinas de farmacia.",Ordinary law,3,321
1227,6,1998,10,"Ley 33/1998, de 5 de octubre, de prohibición total de minas antipersonal y armas de efecto similar.",Ordinary law,16,1605
1228,6,1998,10,"Ley 34/1998, de 7 de octubre, del sector de hidrocarburos.",Ordinary law,8,803
1229,6,1998,10,"Ley 35/1998, de 27 de octubre, por la que se crea el Colegio Oficial de Pilotos de la Aviación Comercial.",Ordinary law,15,1599
1230,6,1998,10,"Real Decreto-ley 14/1998, de 9 de octubre, de ahdesión de España a diversos acuerdos del Fondo Monetario Internacional. (BOE, núm. 243, de 10 de octubre de 1998). (PDF) (PDF) Corrección de errores (PDF) Convalidación ",Decree law,19,1906
1231,6,1998,11,"Ley 36/1998, de 10 de noviembre, de modificación del artículo 14, apartados primero y tercero, de la Ley de Enjuiciamiento Criminal.",Ordinary law,12,1210
1232,6,1998,11,"Ley 37/1998, de 16 de noviembre, de reforma de la Ley 24/1988, de 28 de julio, del Mercado de Valores.",Ordinary law,15,1502
1233,6,1998,11,"Ley 38/1998, de 27 de noviembre, por la que se modifica la composición de la Comisión Nacional de Ayuda y Asistencia a las Víctimas de Delitos Violentos y contra la Libertad Sexual.",Ordinary law,12,1208
1234,6,1998,11,"Ley 39/1998, de 27 de noviembre, sobre concesión de un crédito extraordinario, por importe de 1.191.528.660 pesetas, para completar el pago a diversas compañías navieras de las bonificaciones aplicadas en las tarifas de pasajes marítimos a los ciudadanos españoles y de los demás Estados miembros de la Unión Europea residentes en Canarias, Ceuta, Melilla y Baleares, durante el ejercicio 1996.",Ordinary law,10,1007
1235,6,1998,11,"Real Decreto-ley 15/1998, de 27 de noviembre de medidas urgentes para la mejora del mercado de trabajo en relación con el trabajo a tiempo parcial y el fomento de su estabilidad. (BOE, núm. 285, de 28 de noviembre de 1998). (PDF) (PDF) Convalidación ",Decree law,5,505
1236,6,1998,12,"Ley Orgánica 10/1998, de 17 de diciembre, complementaria de la Ley sobre introducción del euro.",Organic law,1,100
1237,6,1998,12,"LEY ORGÁNICA 11/1998, de 30 de diciembre, de reforma de la Ley Orgánica 8/1981, de 30 de diciembre, del Estatuto de Autonomía para Cantabria.",Organic law,20,2001
1238,6,1998,12,"Ley Orgánica 8/1998, de 2 de diciembre, de Régimen Disciplinario de las Fuerzas Armadas.",Organic law,16,1608
1239,6,1998,12,"Ley Orgánica 9/1998, de 16 de diciembre, por la que se autoriza la ratificación por España del Tratado de Amsterdam por el que se modifican el Tratado de la Unión Europea, los Tratados constitutivos de las Comunidades Europeas y determinados actos conexos, firmado en Amsterdam el día 2 de octubre de 1997.",Organic law,19,1910
1240,6,1998,12,"Ley 40/1998, de 9 de diciembre, del Impuesto sobre la Renta de las Personas Físicas y otras Normas Tributarias.",Ordinary law,1,107
1241,6,1998,12,"Ley 41/1998, de 9 de diciembre, sobre la Renta de no Residentes y Normas Tributarias.",Ordinary law,1,107
1242,6,1998,12,"Ley 42/1998, de 15 de diciembre, sobre derechos de aprovechamiento por turno de bienes inmuebles de uso turístico y normas tributarias.",Ordinary law,15,1524
1243,6,1998,12,"Ley 43/1998, de 15 de diciembre, de Restitución o Compensación a los Partidos Políticos de Bienes y Derechos Incautados en aplicación de la normativa sobre responsabilidades políticas del período 1936-1939.",Ordinary law,20,2099
1244,6,1998,12,"Ley 44/1998, de 15 de diciembre, de Planta y Organización Territorial de la Jurisdicción Militar.",Ordinary law,16,1699
1245,6,1998,12,"Ley 45/1998, de 15 de diciembre, sobre concesión de varios créditos extraordinarios, por importe de 8.070.673.205 pesetas, para abonar a las compañías aéreas, las bonificaciones aplicadas en las tarifas de pasajes aéreos durante los ejercicios 1995 y 1996, a los ciudadanos españoles y de los demás Estados miembros de la Unión Europea residentes en las islas Baleares, islas Canarias y Melilla.",Ordinary law,10,1003
1246,6,1998,12,"Ley 46/1998, de 17 de diciembre, sobre introducción del euro.",Ordinary law,1,100
1247,6,1998,12,"Ley 47/1998, de 23 de diciembre, por la que se dictan reglas para el reconocimiento de la jubilación anticipada del sistema de la Seguridad Social, en determinados casos especiales.",Ordinary law,5,503
1248,6,1998,12,"Ley 48/1998, de 30 de diciembre, sobre procedimientos de contratación en los sectores del agua, la energía, los transportes y las telecomunicaciones, por la que se incorporan al ordenamiento jurídico español las Directivas 93/38/CEE y 92/13/CEE.",Ordinary law,20,2007
1249,6,1998,12,"Ley 49/1998, de 30 de diciembre, de Presupuestos Generales del Estado para 1999.",Ordinary law,1,105
1250,6,1998,12,"Ley 50/1998, de 30 de diciembre, de Medidas Fiscales, Administrativas y del Orden Social.",Ordinary law,1,107
1251,6,1998,12,"Real Decreto-ley 16/1998, de 4 de diciembre, por la que se financia el acuerdo interprofesional sobre formación continua en la Comunidad Autónoma del País Vasco. (BOE, núm. 293, de 08 de diciembre de 1998). (PDF) (PDF) Convalidación ",Decree law,20,2001
1252,6,1998,12,"Real Decreto-ley 17/1998, de 11 de diciembre, por el que se conceden créditos extraordinarios por importe de 9.769.974.398 pesetas para atender obligaciones derivadas de gastos corrientes en bienes y servicios, gastos financieros, inversiones y otros gastos del Ministerio del Interior. (BOE, núm. 297, de 12 de diciembre de 1998). (PDF) (PDF) Convalidación ",Decree law,12,1299
1253,6,1998,12,"Real Decreto-ley 18/1998, de 11 de diciembre, por el que se conceden créditos extraordinarios y suplementos de crédito por importe total de 17.995.751.040 pesetas para atender compensaciones de tasas universitarias y otros gastos del Ministerio de Educación y Cultura. (BOE, núm. 297, de 12 de diciembre de 1998). (PDF) (PDF) Corrección de erratas (PDF) Convalidación ",Decree law,6,600
1254,6,1998,12,"Real Decreto-ley 19/1998, de 11 de diciembre, por el que se autoriza la concesión de un anticipo de tesorería a la Red Nacional de Ferrocarriles Españoles (Renfe) por importe de 30.000 millones, a cuenta de la financiación que resulte del convenio de gestión de la infraestructura ferroviaria a suscribir entre el Estado y Renfe. (BOE, núm. 297, de 12 de diciembre de 1998). (PDF) (PDF) Convalidación ",Decree law,10,1005
1255,6,1998,12,"Real Decreto-ley 20/1998, de 18 de diciembre, por el que se conceden créditos extraordinarios y suplementos de créditos por importe total de 2.008.829.412 pesetas para atender subvenciones a organizaciones de productores agrarios, concesión de subvenciones para ordenación y fomento de la industrialización agroalimentaria y otros gastos del Ministerio de Agricultura, Pesca y Alimentación. (BOE, núm. 303, de 19 de diciembre de 1998). (PDF) (PDF) Corrección de erratas (PDF) Convalidación ",Decree law,4,400
1256,6,1999,1,"Ley Orgánica 1/1999, de 5 de enero, de reforma de la Ley Orgánica 7/1981, de Estatuto de Autonomía del Principado de Asturias.",Organic law,20,2001
1257,6,1999,1,"Ley Orgánica 2/1999, de 7 de enero, de reforma de la Ley Orgánica 3/1982, de Estatuto de Autonomía de La Rioja.",Organic law,20,2001
1258,6,1999,1,"Ley Orgánica 3/1999, de 8 de enero, de reforma de la Ley Orgánica 2/1983, de Estatuto de Autonomía de las Illes Balears.",Organic law,20,2001
1259,6,1999,1,"Ley Orgánica 4/1999, de 8 de enero, de reforma de la Ley Orgánica 4/1983, de Estatuto de Autonomía de Castilla y León.",Organic law,20,2001
1260,6,1999,1,"Ley Orgánica 5/1999, de 13 de enero, de modificación de la Ley de Enjuiciamiento Criminal en materia de perfeccionamiento de la acción investigadora relacionada con el tráfico ilegal de drogas y otras actividades ilícitas graves.",Organic law,12,1203
1261,6,1999,1,"Ley 1/1999, de 5 de enero, reguladora de las Entidades de Capital-Riesgo y de sus sociedades gestoras.",Ordinary law,15,1504
1262,6,1999,1,"Ley 2/1999, de 11 de enero, de modificación de la Ley 38/1988, de 28 de diciembre, de Demarcación y de Planta Judicial.",Ordinary law,12,1204
1263,6,1999,1,"Ley 3/1999, de 11 de enero, por la que se crea el Parque Nacional de Sierra Nevada.",Ordinary law,21,2101
1264,6,1999,1,"Ley 4/1999, de 13 de enero, de modificación de la Ley 30/1992, de 26 de noviembre, de Régimen Jurídico de las Administraciones Públicas y del Procedimiento Administrativo Común.",Ordinary law,20,2002
1265,6,1999,1,"Real Decreto-ley 1/1999, de 8 de enero, sobre selección de personal estatutario y provisión de plazas en las Instituciones Sanitarias de la Seguridad Social. (BOE, núm. 8, de 09 de enero de 1999). (PDF) (PDF) Convalidación ",Decree law,3,325
1266,6,1999,1,"Real Decreto-ley 2/1999, de 29 de enero, por el que se modifica la Ley 23/1992, de 30 de julio, de Seguridad Privada. (BOE, núm. 26, de 30 de enero de 1999). (PDF) (PDF) Convalidación ",Decree law,12,1299
1267,6,1999,2,"Real Decreto-ley 3/1999, de 26 de febrero, sobre pago de las indemnizaciones derivadas de la sentencia de la Sala Segunda del Tribunal Supremo de 26 de septiembre de 1997, a los afectados por el síndrome tóxico. (130/000065 ",Decree law,4,403
1268,6,1999,3,"Ley 5/1999, de 16 de marzo, para la concesión de un crédito extraordinario, por importe de 150.803.739 pesetas, para dar cumplimiento a la sentencia de la Sala Tercera del Tribunal Supremo, de 23 de mayo de 1995, relativa al pago de indemnizaciones derivadas de inundaciones ocurridas en la provincia de Cáceres.",Ordinary law,15,1523
1269,6,1999,3,"Ley 6/1999, de 16 de marzo, sobre concesión de un crédito extraordinario, por importe de 196.505.344 pesetas, para el pago de indemnizaciones establecidas en la sentencia firme, dictada en el recurso contencioso-administrativo número 5/234/1996, a favor de Médicos Especialistas en Estomatología.",Ordinary law,3,399
1270,6,1999,3,"Ley 7/1999, de 16 de marzo, sobre concesión de un crédito extraordinario, por importe de 1.498.900.000 pesetas, en la Sección 33, ""Fondo de Compensación Interterritorial"", para dar cumplimiento a la sentencia del Tribunal Supremo de 7 de noviembre de 1992, a favor de la Generalidad Valenciana, relativa al Fondo de Compensación Interterritorial de 1989.",Ordinary law,1,107
1271,6,1999,4,"Ley Orgánica 10/1999, de 21 de abril, de modificación de la Ley Orgánica 8/1985, de 3 de julio, Reguladora del Derecho a la Educación.",Organic law,6,600
1272,6,1999,4,"Ley Orgánica 11/1999, de 30 de abril, de modificación del Título VIII del Libro II del Código Penal, aprobado por Ley Orgánica 10/1995, de 23 de noviembre.",Organic law,12,1210
1273,6,1999,4,"Ley Orgánica 6/1999, de 6 de abril, de transferencia de competencias a la Comunidad Autónoma de Galicia.",Organic law,20,2001
1274,6,1999,4,"Ley Orgánica 7/1999, de 21 de abril, de modificación de la Ley Orgánica 2/1979, de 3 de octubre, del Tribunal Constitucional.",Organic law,20,2099
1275,6,1999,4,"Ley Orgánica 8/1999, de 21 de abril, de modificación de la Ley Orgánica 5/1988, de 19 de junio, del Régimen Electoral General.",Organic law,20,2012
1276,6,1999,4,"Ley Orgánica 9/1999, de 21 de abril, de modificación de la Ley Orgánica 9/1983, de 15 de julio, reguladora del Derecho de Reunión.",Organic law,2,207
1277,6,1999,4,"Ley 10/1999, de 21 de abril, de modificación de la Ley Orgánica 1/1992, de 21 de febrero, sobre Protección de la Seguridad Ciudadana.",Ordinary law,12,1201
1278,6,1999,4,"Ley 11/1999, de 21 de abril, de modificación de la Ley 7/1985, de 2 de abril, Reguladora de las Bases del Régimen Local, y otras medidas para el desarrollo del Gobierno Local, en materia de tráfico, circulación de vehículos a motor y seguridad vial y en materia de aguas.",Ordinary law,20,2001
1279,6,1999,4,"Ley 12/1999, de 21 de abril, por la que se autoriza la participación de España en la ampliación del capital del Banco Europeo de Reconstrucción y Desarrollo (BERD).",Ordinary law,19,1906
1280,6,1999,4,"Ley 13/1999, de 21 de abril, de adhesión de España a diversos acuerdos del Fondo Monetario Internacional.",Ordinary law,19,1906
1281,6,1999,4,"Ley 8/1999, de 6 de abril, de Reforma de la Ley 49/1960, de 21 de julio, sobre Propiedad Horizontal.",Ordinary law,14,1401
1282,6,1999,4,"Ley 9/1999, de 12 de abril, por la que se regula el régimen jurídico de las transferencias entre Estados miembros de la Unión Europea.",Ordinary law,19,1910
1283,6,1999,4,"Real Decreto-ley 4/1999, de 9 de abril, por el que se adoptan medidas urgentes para reparar los daños causados por las lluvias torrenciales y el temporal acaecidos en enero de 1999 en la Comunidad Autónoma de Canarias. (BOE, núm. 86, de 10 de abril de 1999). (PDF) (PDF) Convalidación ",Decree law,15,1523
1284,6,1999,4,"Real Decreto-ley 5/1999, de 9 de abril, por el que se modifican las disposiciones adicionales cuadrágesima tercera y decimoséptima de la Ley 50/1998, de 30 de diciembre, y el artículo 206 del texto refundido de la Ley General de Seguridad Social. (BOE, núm. 86, de 10 de abril de 1999). (PDF) (PDF) Convalidación ",Decree law,5,599
1285,6,1999,4,"Real Decreto-ley 6/1999, de 16 de abril, de medidas urgentes de liberalización e incremento de la competencia. (BOE, núm. 92, de 17 de abril de 1999). (PDF) (PDF) Corrección de errores (PDF) Convalidación ",Decree law,15,1520
1286,6,1999,4,"Real Decreto-ley 7/1999, de 23 de abril, por el que se aprueban y declaran de interés general las obras de regeneración hídrica incluidas en el conjunto de actuaciones ""Doñana 2005"". (BOE, núm. 98, de 24 de abril de 1999). (PDF) (PDF) Convalidación ",Decree law,21,2104
1287,6,1999,5,"Ley Orgánica 12/1999, de 6 de mayo, de reforma de la Ley Orgánica 1/1983, de 25 de febrero, de Estatuto de Autonomía de Extremadura.",Organic law,20,2001
1288,6,1999,5,"Ley Orgánica 13/1999, de 14 de mayo, de modificación de los artículos 19 y 240 de la Ley Orgánica 6/1985, de 1 de julio, del Poder Judicial.",Organic law,12,1204
