text,annotation
A villamos energiáról szóló 2001. évi CX. törvény módosításáról,8
"Az Egyesült Nemzetek Szervezete Meridában, 2003. december 10-én kelt Korrupció elleni Egyezményének kihirdetéséről",19
"A Magyar Köztársaság és az Európai Rendőrségi Hivatal között Budapesten, 2001. október 4-én aláírt együttműködési Megállapodás kihirdetéséről",9
A szomszédos államokban élő magyarokról szóló 2001. évi LXII. törvény módosításáról (státus),9
A társadalombiztosítás pénzügyi alapjai 1994. évi költségvetésének végrehajtásáról,13
A társasági adóról szóló 1991. évi LXXXVI. törvény módosításáról.,13
"Az egyrészről az Európai Közösségek és azok tagállamai, másrészről a Marokkói Királyság közötti társulást létrehozó Euro-Mediterrán Megállapodás, továbbá a Cseh Köztársaság, az Észt Köztársaság, a Ciprusi Köztársaság, a Lett Köztársaság, a Litván Köztársaság, a Magyar Köztársaság, a Máltai Köztársaság, a Lengyel Köztársaság, a Szlovén Köztársaság és a Szlovák Köztársaság Európai Unióhoz történő csatlakozásának figyelembevétele céljából az egyrészről az Európai Közösségek és azok tagállamai, másrészről a Marokkói Királyság közötti társulás létrehozásáról szóló euro-mediterrán megállapodásról szóló jegyzőkönyv, valamint az egyrészről az Európai Közösségek és tagállamaik, másrészről a Marokkói Királyság közötti társulást létrehozó Euromediterrán megállapodás jegyzőkönyvének aláírásáról és ideiglenes alkalmazásáról a Bolgár Köztársaság és Románia Európai Unióhoz történő csatlakozásának figyelembevétele céljából készült jegyzőkönyv kihirdetéséről",19
"A postáról szóló 1992. évi XLV., valamint a távközlésről szóló 1992. évi LXXII. törvény hatálybalépéséről.",7
Az Országos Rádió és Televízió Testület 2008. évi költségvetésének végrehajtásáról,20
A Magyar Köztársaság és a Szlovén Köztársaság között 1994. április 6-án Ljubljanában aláírt Szabadkereskedelmi megállapodás kihirdetéséről.,18
Egyes fogyasztói kölcsönszerződésekből eredő követelések forintra átváltásával kapcsolatos kérdések rendezéséről,15
A földművelésügyi alapokról.,4
Az Országos Kereskedelmi Nyilvántartási Rendszer működéséhez szükséges egyes törvények módosításáról,15
Az Országos Rádió és Televízió Testület 2003. évi költségvetésének végrehajtásáról,20
Az elmúlt rendszerhez kötődő egyes társadalmi szervezetek vagyonelszámoltatásáról szóló 1990.évi LXXIII.tv. módosításáról,13
"A Magyar Köztársaság Kormánya és a Németországi Szövetségi Köztársaság Kormánya között az egymás nevében a vízumok kiadásában, valamint a biometrikus adatok gyűjtésében diplomáciai és konzuli képviseleteik útján történő kölcsönös eljárásról szóló Megállapodás kihirdetéséről",9
A nemzeti vagyonról szóló 2011. évi CXCVI. törvény módosításáról,20
Egyes migrációs tárgyú és ezekkel összefüggésben más törvények módosításáról,9
A gyermekek védelméről és a gyámügyi igazgatásról szóló 1997. XXXI. törvény módosítása,13
Az Európai Újjáépítési és Fejlesztési Bank létrehozásáról szóló Megállapodás módosításának kihirdetéséről,19
A 2011. évi népszámlálásról,9
Törvény Magyarország 2017. évi központi költségvetéséről szóló 2016. évi XC. törvény módosítása a felnőtt hospice tevékenység támogatása érdekében,3
Az Állami Számvevőszékről szóló 2011. évi LXVI. törvény módosításáról,20
"A Washingtonban, 1973. március 3. napján elfogadott, a veszélyeztetett vadon élő állat- és növényfajok nemzetközi kereskedelméről szóló egyezmény kihirdetéséről",19
A nemzeti köznevelésről szóló 2011. évi. CXC. törvény módosításáról,6
A hadigondozásról szóló 1994.évi XLV.törvény módosításáról,3
"Az állami vagyonnal való fenntartható gazdálkodás megteremtése érdekében egyes vagyongazdálkodást érintő törvények módosításáról, valamint egyéb vagyongazdálkodási rendelkezésekről",20
A hitelintézetekről és a pénzügyi vállalkozásokról szóló 1996. évi CXII. törvény felügyeleti intézkedések megerősítését célzó módosításáról,15
"Az egyes adótörvények és más kapcsolódó törvények, valamint a Nemzeti Adó- és Vámhivatalról szóló 2010. évi CXXII. törvény módosításáról",20
"A Magyarország címerének és zászlajának használatáról, valamint állami kitüntetéseiről szóló 2011. évi CCII. törvénynek az állami kitüntetések visszavonhatóságához szükséges módosításáról",20
Az adózás rendjéről szóló 2003. évi XCII. törvény módosításáról,1
A Magyar Honvédség hivatásos és szerződéses állományú katonáinak jogállásáról szóló 2001. évi XCV. törvény módosításáról,16
A köztisztviselők jogállásáról szóló.1992.évi XXIII.tv.módosításáról,2
Az elmúlt rendszer titkosszolgálati tevékenységének feltárásáról és az Állambiztonsági Szolgálatok Történeti Levéltára létrehozásáról szóló 2003. évi III. törvény módosításáról,12
A Nemzeti Földalapról szóló 2010. évi LXXXVII. törvénynek az állami tulajdonban álló termőföldek értékesítési tilalmának kimondásához szükséges módosításáról,21
"A választási eljárásról szóló 2013. évi XXXVI. törvénynek a Magyarországon állandó lakcímmel rendelkező, a szavazás napján külföldön tartózkodó választópolgárok levélben történő szavazását biztosító módosításáról",9
Az egyházak hitéleti és közcélú tevékenységének anyagi feltételeiről szóló 1997. évi CXXIV. törvény és egyéb törvények módosításáról,3
Az Erzsébet-programról szóló 2012. évi CIII. törvény módosításáról,3
A Munka Törvénykönyvéről szóló 1992. évi XXII. törvény módosítása.,5
Az adózás rendjéről szóló 2003. évi XCII. törvény módosításáról,1
A jövedéki adóról és a jövedéki termékek forgalmazásának különös szabályairól szóló 2003. évi CXXVII. törvény módosításáról,15
A személyi jövedelemadóról szóló 1995. évi CXVII. törvény módosításáról,20
"Az ENSZ Éghajlatváltozási Keretegyezményéhez fűzött Kiotói Jegyzőkönyv 2012. december 8-án Dohában, az ENSZ Éghajlatváltozási Keretegyezmény Részes Felek 18. Konferenciáján elfogadásra került ""dohai módosításának"" kihirdetéséről",19
A sportról szóló 2004. évi I. törvény módosításáról,3
A Magyar Köztársaság kitüntetéseiről.,3
A helyi önkormányzati képviselők és polgármesterek választásáról szóló 1990. évi LXIV. törvény módosításáról,23
"A Pannon Egyetemért Alapítványról, a Pannon Egyetemért Alapítvány és a Pannon Egyetem részére történő vagyonjuttatásról",6
"Az országgyűlési képviselők jogállásáról, valamint juttatásairól szóló egyes törvények módosításáról",20
Az államháztartásról szóló - többször módosított -1992. évi XXXVIII. törvény módosításáról.,20
A Magyar Köztársaság Alkotmányának módosításáról,20
Országos Területrendezési Tervről szóló 2003. évi XXVI. törvény módosításáról,14
"A csődeljárásról, a felszámolási eljárásól és a végelszámolásról szóló 1991. évi IL. törvény módosítására.",20
"A lakások és helyiségek bérletére, valamint az elidegenítésükre vonatkozó egyes szabályokról szóló 1993. évi LXVIII. törvény módosításáról",14
A közpénzből finanszírozott állami propaganda megtiltásához szükséges törvénymódosításokról,20
A Nemzetközi Munkaügyi Szervezet Általános Konferenciája 94. ülésszakán elfogadott 2006. évi Tengerészeti Munkaügyi Egyezmény kihirdetéséről,12
A kiskereskedelmi szektorban történő vasárnapi munkavégzés tilalmáról szóló 2014. évi CII. törvény módosításáról,5
A szabadalmi ügyvivőkről szóló 1995. évi XXXII. törvény módosításáról,9
A Nemzeti Földalapról szóló 2001. évi CXVI. törvény módosításáról,21
"A költségmentesség és a költségfeljegyzési jog polgári és közigazgatási bírósági eljárásban történő alkalmazásáról szóló 2017. évi CXXVIII. törvény, valamint az egyes törvényeknek az egyfokú járási hivatali eljárások megteremtésével összefüggő módosításáról szóló 2019. évi CXXVII. törvény módosításáról",12
A gázszolgáltatásról szóló 1994. évi XLI. törvény módosításáról.,8
A szomszédjogok és a tulajdonjog korlátainak különös szabályairól,12
A közalkalmazottak jogállásáról szóló 1992. évi XXXIII. törvény módosításáról,5
"A közszféra egyes területein foglalkoztatottak 13. és 14. havi külön juttatását, valamint emelt szintű illetménykiegészítését biztosító egyes törvényi rendelkezések hatályon kívül helyezéséről",13
A kulturális örökség védelméről szóló 2001. évi LXIV. törvény módosításáról,23
"A Magyar Köztársaság és az Európai Közösség között a bormegnevezések kölcsönös védelméről és ellenőrzéséről, Brüsszelben, 1993. november 29-én aláírt Megállapodás kihírdetéséről.",19
A bírósági végrehajtásról szóló 1994. évi LIII. törvénynek a koronavírus okozta gazdasági és szociális válság enyhítése érdekében szükséges módosításáról,1
A közoktatásról sz. 1993.évi LXXIX.tv. mód-ról,6
A büntető törvénykönyvről szóló 2012. évi C. törvénynek a gyermekpornográfia áldozatai sértetti minőségének elismeréséhez szükséges módosításáról,12
"Az autópályák, autóutak és főutak használatáért fizetendő, megtett úttal arányos díjról szóló 2013. évi LXVII. törvény törvénymódosításáról",10
"A Magyar Köztársaság fegyveres erői középtávú átalakításának követelményeiről és létszámáról, valamint hosszú távú fejlesztésének irányáról.",16
A Magyar Köztársaság és a Cseh Köztársaság között a beruházás ösztönzéséről és kölcsönös védelméről 1993. január 14-én Prágában aláírt Megállapodás kihirdetéséről.,18
A családi pótlékról szóló 1990.évi XXV. törvény módosításáról,12
"Az egyrészről az Európai Közösségek és azok tagállamai, másrészről az Egyiptomi Arab Köztársaság közötti társulást létrehozó Euro-Mediterrán Megállapodás, valamint az ahhoz csatolt jegyzőkönyvek kihirdetéséről",19
"A Magyar Köztársaság és az Osztrák Köztársaság között a közös államhatár láthatóságának biztosításáról és az ezzel összefüggő kérdések szabályozásáról, a Magyar Népköztársaság és az Osztrák Köztársaság által 1964. október 31-én aláírt és 1987. április 29-én módosított és kiegészített Szerződés módosításáról és kiegészítéséről szóló, Budapesten, 2002. április 8-án aláírt Szerződés kihirdetéséről",19
"A bírák, ügyészek, a bírósági és ügyészségi dolgozók előmeneteléről és javadalmazásáról",12
A Magyar Köztársaság Alkotmányáról szóló 1949. évi XX. törvény módosításáról,2
A társadalombiztosítási nyugellátásról szóló 1997. évi LXXXI. törvény módosításáról,13
A fiatalkorúak dohányzásának visszaszorításáról és a dohánytermékek kiskereskedelméről,3
A foglalkoztatással összefüggő egyes törvények módosításáról,5
A választási eljárásról szóló 1997. évi C. törvény módosításáról,9
A Széchenyi Pihenő Kártya felhasználásának a koronavírus-járványra tekintettel kapcsolatos rendkívüli szabályairól,13
Az egyes pénzügyi tárgyú törvények módosításáról szóló 2006. évi LXI. törvény módosításáról,1
A klímavédelemről szóló 2020. évi XLIV. törvény módosításáról,7
Egyes agrártárgyú törvények módosításáról,4
A jövedéki adóról és a jövedéki termékek forgalmazásának különös szabályairól szóló 1997. évi CIII. törvény módosításáról,5
"Az egyes társadalombiztosítási rendelkezések módosításáról, a társadalombiztosításról szóló 1975.évi II.tv. módosításáról.",13
Az éghajlat védelméről,7
A Szent István-i államalapítás emlékének megörökítéséről és a Szent Koronáról,23
"Egyes törvényeknek az álláskeresők nyilvántartásában szereplő, munkaképtelenné vált személyek védelmében szükséges módosításáról",5
A jövedéki adóról és a jövedéki termékek forgalmazásának különös szabályairól szóló 2003. évi CXXVII. törvény módosításáról,15
A termőföldről szóló 1994.évi LV.törvény módosításáról,4
A helyi önkormányzati képviselők és polgármesterek választásáról szóló 1990. évi LXIV. törvény módosításáról,23
"A Nemzeti Agrárkutatási és Innovációs Központ egyes feladatainak agrár-felsőoktatás részére történő átadásáról, valamint egyes felsőoktatási tárgyú törvények módosításáról",6
A Magyarország Kormánya és Türkmenisztán Kormánya között a jövedelem- és a vagyonadók területén a kettős adóztatás elkerüléséről és az adóztatás kijátszásának megakadályozásáról szóló Egyezmény kihirdetéséről,19
A nemzeti adatvagyon körébe tartozó állami nyilvántartások fokozottabb védelméről,12
A távközlési alaphálózattal összefüggő egyes törvények módosításáról.,17
Egyes törvényeknek a gyermekvállalás támogatásához szükséges módosításáról,2
A felsőoktatási felvételi eljárásról szóló 423/2012. (XII. 29.) Korm. rendelet 24. § (3) bekezdésének hatályba nem lépéséről,6
Magyarország 2013. évi központi költségvetéséről szóló 2012. évi ... törvénynek a felsőoktatás finanszírozási forrásainak a kormányzati pazarlások terhére történő növelése érdekében való módosításáról,6
Egyes törvényeknek a Magyar Honvédség új szervezeti rendjének kialakításával összefüggő módosításáról,16
Az Európai Unió működéséről szóló szerződés 136. cikkének módosításáról szóló európai tanácsi határozat (2011/199/EU) kihirdetéséről,19
A végrehajtó intézkedés elleni minimális védelemről,2
"A Pázmány Péter Katolikus Egyetem által ellátott oktatási feladatok elősegítése céljából, a Magyar Katolikus Püspöki Konferencia részére történő ingyenes vagyonjuttatásról",6
Az országgyűlési képviselők választása kampányköltségeinek átláthatóvá tételéről szóló 2013. évi LXXXVII. törvény módosításáról,20
A közellátás biztonsága szempontjából kiemelkedő jelentőségű vállalkozásokat érintő egyes törvények módosításáról,10
"A tervező- és szakértő mérnökök, valamint építészek szakmai kamaráiról szóló 1996. évi LVIII. törvény módosításáról",5
A földgázellátásról szóló 2003. évi XLII. törvény módosításáról,8
A Magyar Fejlesztési Bank Részvénytársaságról szóló 2001. évi XX. törvény módosításáról,20
Magyarország 2012. évi költségvetését megalapozó egyes törvények módosításáról,20
"A béren kívüli juttatások megőrzése érdekében az egyes adótörvények és más kapcsolódó törvények módosításáról, valamint a bevándorlási különadóról szóló 2018. évi XLI. törvény módosításáról",9
A választási eljárásról szóló 1997. évi C.törvény módosításáról,9
A büntető jogszabályok módosításáról,12
A postai szolgáltatásokról szóló 2012. évi CLIX. törvény módosításáról,5
A felsőoktatásról szóló 1993. évi LXXX. törvény és a közoktatásról szóló 1993. évi LXXIX. törvény módosításáról,6
A szőlőtermesztésről és a borgazdálkodásról szóló 1997. évi CXXI. törvény módosításáról,4
"A Budapesten megrendezendő Úszó-, Vízilabda-, Műugró, Műúszó és Nyíltvízi Világbajnokság megvalósításához szükséges létesítményfejlesztésről",10
Az európai kiadatási egyezménynek és két kiegészítő jegyzőkönyvének a kihirdetéséről.,19
Az országgyűlési képviselők jogállásáról szóló 1990. évi LV. törvény módosításáról,20
Az ingatlan-nyilvántartásról szóló 1997. évi CXLI. törvény módosításáról,14
A helyi adókról szóló 1990. évi C. törvény módosításáról,20
Az országgyűlési képviselők választásának demokratikusabbá tételéről,12
"A központi címregiszter létrehozásával összefüggő, valamint egyes igazgatási tárgyú törvények módosításáról",20
A Magyar Köztársaság 2009. évi költségvetésének végrehajtásáról,20
Az országgyűlési képviselők jogállásáról szóló 1990. évi LV. törvény módosításáról,20
Az igazságos rezsicsökkentéssel összefüggésben a villamos energiáról szóló 2007. évi LXXXVI. törvény és a földgázellátásról szóló 2008. évi XL. törvény módosításáról,8
"A vasárnapi munkavégzés fokozottabb elismerése érdekében a Munka törvénykönyvéről szóló 2012. évi I. törvény, valamint az egyes adótörvények és azzal összefüggő egyéb törvények módosításáról szóló 2011. évi CLVI. törvény módosításáról",5
"Az Európai Unió és tagállamai, valamint a Moldovai Köztársaság között a közös légtér létrehozásáról létrejött megállapodásnak a Horvát Köztársaság Európai Unióhoz való csatlakozásának figyelembevétele céljából történő módosításáról szóló Jegyzőkönyv kihirdetéséről",19
A Kossuth-díjról és a Széchenyi-díjról szóló 1990. évi XII. törvény módosításáról,3
A területi államigazgatási szervezetrendszer átalakításával összefüggő egyes törvények módosításáról,20
"A Washingtonban, 1973. március 3. napján elfogadott, a veszélyeztetett vadon élő állat- és növényfajok nemzetközi kereskedelméről szóló egyezmény módosításának kihirdetéséről",19
"A Budapesti Gazdasági Egyetemért Alapítványról, a Budapesti Gazdasági Egyetemért Alapítvány és a Budapesti Gazdasági Egyetem részére történő vagyonjuttatásról",6
A Magyar Fejlesztési Bank Részvénytársaságról szóló 2001. évi XX. törvény módosításáról,20
A közalkalmazottak jogállásáról szóló 1992. évi XXXIII. törvény módosításáról,5
Az olimpiai bajnoki járadékról szóló 1997. évi XXII. törvény módosításáról,23
A Magyarország Kormánya és az Oroszországi Föderáció Kormánya között a minősített adatok kölcsönös védelméről szóló egyezmény kihirdetéséről,19
"A Montrealban, 1999. május 28-án kelt, a nemzetközi légi fuvarozásra vonatkozó egyes jogszabályok egységesítéséről szóló Egyezmény 2019. évi módosításáról szóló, a Nemzetközi Polgári Repülési Szervezet által kiadott, 2019. június 28-án kelt, LE 3/38.1-19/50 számú Tagállami Értesítő és a Montrealban, 1999. május 28-án kelt, a nemzetközi légi fuvarozásra vonatkozó egyes jogszabályok egységesítéséről szóló Egyezmény 2019. évi módosításáról szóló, a Nemzetközi Polgári Repülési Szervezet által kiadott, 2019. október 11-én kelt, LE 3/38.1-19/70 számú Tagállami Értesítő kihirdetéséről",18
Egyes szakképzési és felnőttképzési tárgyú törvények módosításáról,6
Az illetékekről szóló 1990. évi XCIII. törvény módosításáról,20
Az Európai Közösségek és a Magyar Köztársaság között az Európai Közösségeknek nyújtott kiváltságokra és mentességekre vonatkozó Jegyzőkönyv Magyar Köztársaság által adózási ügyekben történő alkalmazásáról szóló Megállapodás megerősítéséről és kihirdetéséről,19
A rádiózásról és televíziózásról szóló 1996.évi I. törvény módosításáról,17
Az Európai Hírközlési Hivatal (ECO) létrehozásáról szóló egyezmény kihirdetéséről,19
A sajtószabadságról és a médiatartalmak alapvető szabályairól szóló 2010. évi CIV. törvény módosításáról,3
A társadalombiztosítási nyugellátásról szóló 1997. évi LXXXI. törvény módosításáról,13
A Magyar Köztársaság 2005. évi költségvetéséről szóló 2004. évi CXXXV. törvény módosításáról,20
A burkolt pártfinanszírozás megakadályozásáról és az átlátható kampányfinanszírozás biztosításáról,20
"Az egyenlő bánásmódról és az esélyegyenlőség előmozdításáról szóló 2003. évi CXXV. törvény, valamint egyes kapcsolódó törvények módosításáról",2
Magyarország 2022. évi központi költségvetésének megalapozásáról,20
A személyi jövedelemadóról szóló 1995. évi CXVII. törvény módosításáról,20
A csődeljárásról és a felszámolási eljárásról szóló 1991. évi XLIX. törvény és a kisajátításról szóló 2007. évi CXXIII. törvény módosításáról,12
A közúti közlekedésről szóló 1988.évi I. törvény módosításáról,10
A magánszemélyek jövedelemadójáról szóló 1991. évi XC. törvény módosításáról.,3
A Magyar Köztársaság Kormánya és az Amerikai Egyesült Államok Kormánya között az ismert vagy feltételezett terroristák kiszűrésére szolgáló információk cseréjéről szóló Megállapodás kihirdetéséről,9
"A pályakezdő fiatalok, az ötven év feletti munkanélküliek, valamint a gyermek gondozását, illetve a családtag ápolását követően munkát keresők foglalkoztatásának elősegítéséről, továbbá az ösztöndíjas foglalkoztatásról szóló 2004. évi CXXIII. törvény módosításáról",5
A természetes személyek adósságrendezéséről szóló 2015. évi CV. törvény módosításáról,7
A Magyar Köztársaság 1999.évi költségvetéséről szóló 1998.évi XC.törvény módosításáról,20
A Magyar Köztársaság 1995. évi költségvetéséről szóló 1994.évi CIV.törvény módosításáról.,20
"A helyi önkormányzatok címzett és céltámogatási rendszeréről szóló, módosított 1992. évi LXXXIX. tv. módosításáról",14
Törvény 2018. évi . .. törvény Magyarország 2018. évi központi költségvetéséről szóló 2017. évi C. törvény módosítása a szociális tüzifaprogram költségvetési támogatásának megemeléséről,13
"A Büntető Törvénykönyvről szóló 1978. évi IV. törvény módosításáról, valamint a Büntető Törvénykönyvről szóló 1978. évi IV. törvény hatálybalépéséről és végrehajtásáról rendelkező 1979. évi 5. törvényerejű rendelet módosításáról.",12
Egyes törvények honvédelmi kérdésekkel összefüggő módosításáról,16
A temetőkről és a temetkezésről szóló 1999. évi XLIII. törvény módosításáról,23
Magyarország Kormánya és a Lengyel Köztársaság Kormánya között a minősített adatok cseréjéről és kölcsönös védelméről szóló egyezmény kihirdetéséről,19
Az országgyűlési képviselők választásáról,9
Az egyes törvényeknek a terrorcselekmények hatékonyabb megelőzéséhez szükséges módosításáról,12
A gyógyszertárak létesítéséről és működésük egyes szabályairól szóló 1994. évi LIV. törvény módosításáról,3
A végrehajtási eljárás jutalékának csökkentése érdekében a bírósági végrehajtásról szóló 1994. évi LIII. törvény módosításáról,23
A közbeszerzésekről szóló 2003. évi CXXIX. törvény módosításáról,20
Egyes törvényeknek az állatvédelem megerősítése érdekében szükséges módosításáról,7
A hadigondozásról szóló 1994.évi XLV.törvény módosításáról,3
Az adózás rendjéről szóló 1990. évi XCI. törvény módosításáról.,20
"A gazdasági és monetáris unióbeli stabilitásról, koordinációról és kormányzásról szóló szerződés kihirdetéséről",1
"A Magyar Köztársaság Kormánya és a Horvát Köztársaság Kormánya között a közös államhatárt keresztező szénhidrogén szállító vezetékek építésével, üzemeltetésével, fenntartásával, rekonstrukciójával és üzemzavar-elhárításával kapcsolatos együttműködésről szóló Megállapodás kihirdetéséről",19
A Nemzetközi Tengerészeti Szervezetről szóló 1948. évi egyezménynek az 1993. évi módosításokkal egységes szerkezetbe foglalt szövegének kihirdetéséről,19
A társadalmi szervezetek által használt állami tulajdonú ingatlanok jogi helyzetének rendezéséről.,14
"A megtakarításokból származó kamatjövedelem adóztatásáról szóló 2003/48/EK tanácsi irányelvben előírt kötelezettségek végrehajtása céljából a Magyar Köztársaság, valamint a Csatorna-szigetek, a Man-sziget és a függő vagy társult karibi területek között aláírt Megállapodások megerősítéséről és kihirdetéséről szóló 2005. évi LII. törvényben kihirdetett Megállapodásokhoz kapcsolódó módosításokról",9
A nemzeti és etnikai kisebbségek jogairól szóló 1993. évi LXXVII. törvény módosításáról,2
A közbeszerzésekről szóló 2003. évi CXXIX. törvény módosításáról,20
A Magyarország Kormánya és Ukrajna Miniszteri Kabinetje között a közúti és vasúti határforgalom ellenőrzéséről a határátkelőhelyeken című Megállapodás kihirdetéséről,10
Egyes törvényeknek a Magyary Egyszerűsítési Programmal és a területfejlesztéssel összefüggő módosításáról,10
"A Nemzeti Együttműködés Rendszerét Megtestesítő Személy iránt érzett szeretet, hűség és hála kifejezéséről",20
A Magyarország Kormánya és a Svéd Királyság Kormánya között a minősített adatok cseréjéről és kölcsönös védelméről szóló egyezmény kihirdetéséről,19
Az EUROFISH Nemzetközi Szervezetet létrehozó Megállapodás kihirdetéséről,19
"A Mozgóképről szóló 2004. évi II. törvény, valamint a muzeális intézményekről, a nyilvános könyvtári ellátásról és a közművelődéséről szóló 1997. évi CXL. törvény módosításáról",23
"Vámjogról, a vámeljárásról, valamint a vámigazgatásról szóló - többször módosított - 1995. évi C. törvény módosításáról",18
A megyei (fővárosi) földművelésügyi hivatal létesítéséről és egyes hatáskört megállapító jogszabályi rendelkezések módosításáról szóló 1991. évi VII.törvény módosításáról.,4
"Egyes törvényeknek az építészeti alkotásokra, műszaki létesítményekre és azok terveire vonatkozó szerzői jogi szabályozással összefüggő módosításáról",23
A Magyar Köztársaság Alkotmányának módosítására.,20
A helyi adókról szóló 1990. évi C. törvény módosításáról,20
Az elektronikus pénzt kibocsátó szakosított hitelintézetről,1
A pályázati úton nyújtott támogatások és más egyedi döntések tisztességes eljárásban történő elbírálásához szükséges garanciák megteremtése érdekében egyes törvények módosításáról,5
A személyi jövedelemadóról szóló 1995. évi CXVII. törvény módosításáról (kitüntetések),3
A Normafa Park történelmi sportterületről,7
A társadalombiztosítási alap 1990.évi költségvetéséről szóló 1989.évi XLVIII.törvény módosításáról,13
A biztosítóintézetekről és a biztosítási tevékenységről.,5
"A Magyar Köztársaság Kormánya és Hongkongnak, a Kínai Népköztársaság Különleges Közigazgatási Területének Kormánya között a kettős adóztatás elkerüléséről és az adóztatás kijátszásának megakadályozásáról a jövedelemadók területén tárgyú Egyezmény kihirdetéséről",18
"A gyermekek és fiatalkorúak ipari munkára való alkalmasságát megállapító orvosi vizsgálatról szóló, a Nemzetközi Munkaügyi Konferencia 1946. évi 29. ülésszakán elfogadott 77. számú Egyezmény kihirdetéséről",5
A világörökségről szóló 2011. évi LXXVII. törvény módosításáról,3
Az egészségügyi szolgálati jogviszonyról,3
A gyermekeknek szánt ajándékok adómentessé tételéről,6
A szociális igazgatásról és a szociális ellátásokról szóló 1993. évi III. törvény módosításáról,13
A felnőttképzésről szóló 2001. évi CI. törvény módosításáról,6
"Az egyrészről az Európai Közösség és tagállamai, másrészről a Koreai Köztársaság közötti kereskedelemről és együttműködésről szóló Keretmegállapodás, valamint az ahhoz kapcsolódó jegyzőkönyv kihirdetéséről",18
A Büntető Törvénykönyvről szóló 1978. évi IV. törvény módosításáról,12
A családon belüli erőszak miatt alkalmazható távoltartásról,12
"A társadalombiztosítás ellátásaira jogosultakról, valamint ezen ellátások fedezetéről",13
Az elektronikus kereskedelemmel kapcsolatos egyes törvények módosításáról,18
"A lakások és helyiségek bérletére, valamint az elidegenítésükre vonatkozó egyes szabályokról szóló 1993. évi LXXVIII. törvény módosításáról",14
"A miniszterelnök, a miniszter, az államtitkár, a kormánybiztos, a miniszterelnöki biztos, a miniszterelnöki megbízott vagy a miniszteri biztos képviselő tiszteletdíjával kapcsolatban az Országgyűlésről szóló 2012. évi XXXVI. törvény módosításáról",20
A közalkalmazottak jogállásáról.,5
A Magyarország helyi önkormányzatairól szóló 2011. évi CLXXXIX. törvény módosításáról,14
"A tisztességtelen piaci magatartás és a versenykorlátozás tilalmáról szóló 1996. évi LVII. törvény, valamint a Gazdasági Versenyhivatal eljárásaival összefüggő egyes törvényi rendelkezések módosításáról",15
Egyes eljárások egyszerűsítése és elektronizálása érdekében szükséges törvénymódosításokról,20
Az állattenyésztésről szóló 1993. évi CXIV. törvény módosításáról,4
A közalkalmazottak jogállásáról szóló 1992. évi XXXIII. törvény és a köztisztviselők jogállásáról szóló 1992. évi XXIII. törvény módosításáról,5
"A közbeszerzési, valamint az állammal kötött egyéb magánjogi szerződések végrehajtására kötött alvállalkozói és közreműködői szerződések nyilvánosságát elősegítő törvénymódosításokról",20
Az egyes közúti közlekedést érintő törvényeknek a Magyary Program Egyszerűsítési Programjával összefüggő módosításáról,10
Az Országos Területrendezési Tervről szóló 2003. évi XXVI. törvény módosításáról,14
A személyi jövedelemadó meghatározott részének az adózó rendelkezése szerinti felhasználásáról szóló 1996. évi CXXVI. törvény módosításáról,3
A Magyar Köztársaság 2008. évi költségvetését megalapozó egyes törvények módosításáról,20
A szabadtéri reklámhordozókról.,10
Az üzleti titok védelméről,5
"Az egyrészről az Európai Közösség és tagállamai, másrészről a Libanoni Köztársaság közötti társulás létrehozásáról szóló euro-mediterrán megállapodás, valamint az ahhoz csatolt jegyzőkönyvek kihirdetéséről",19
A fogyasztói árkiegészítésről szóló 2003. évi LXXXVII. törvény módosításáról,5
"Az adózás rendjéről szóló törvény egyes rendelkezéseinek alkalmazásáról és módosításáról, valamint egyes adótörvények módosításáról",1
A volt egyházi ingatlanok tulajdoni helyzetének rendezéséről,3
Az otthonteremtés elősegítése érdekében szükséges törvénymódosításról,14
A közoktatásról szóló 1993. évi LXXIX. törvény módosításáról,6
"A ""Mértéktelen sérülést okozónak vagy megkülönböztetés nélkül hatónak tekinthető egyes hagyományos fegyverek alkalm. betiltásáról, ill. korl-ról ""szóló, egyezm.és a hozzácsat.jkv. kihird. 1984.évi 2.sz.tvr. mód-ról",12
A közbeszerzésről szóló 2003. évi CXXIX. törvény módosításáról,20
A vízgazdálkodásról szóló 1995. évi LVII. törvény módosításáról,21
"Az illetékekről szóló 1990. évi XCIII. törvény módosításáról, valamint a hiteles tulajdonilap-másolat igazgatási szolgáltatási díjáról szóló 1996. évi LXXXV. törvény és az egyes kapcsolódó törvények módosításáról",20
A magánszemélyek jövedelemadójáról szóló törvény módosításáról.,13
"Az egyrészről az Európai Közösség és tagállamai, másrészről a Kínai Népköztársaság Kormánya közötti, a tengeri közlekedésről szóló megállapodás és az azt módosító jegyzőkönyv kihirdetéséről",19
Az országgyűlési képviselők jogállásáról szóló 1990.évi LV.törvény módosításáról.,20
Az ügyészségi szolgálati viszonyról és az ügyészségi adatkezelésről szóló 1994. évi LXXX. törvény módosításáról,5
A közfeladatot ellátó közérdekű vagyonkezelő alapítványokról,20
A Magyar Fejlesztési Bank Részvénytársaságról,20
A hitelintézetekről és a pénzügyi vállalkozásokról szóló 1996. évi CXII. törvény módosításáról,5
A foglalkoztatás elősegítéséről és a munkanélküliek ellátásáról szóló 1991. évi IV. törvénynek az álláskeresési járadék folyósítási ideje meghosszabbítása érdekében szükséges módosításáról,5
